[00:44:40	]Nesh has connected.
[00:48:12	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661079.
[00:48:12	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:12	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661080.
[00:48:13	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:13	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661081.
[00:48:13	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:13	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661082.
[00:48:14	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:14	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661083.
[00:48:14	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:14	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661084.
[00:48:15	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:15	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661085.
[00:48:15	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:15	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661086.
[00:48:16	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:16	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661087.
[00:48:16	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:16	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661088.
[00:48:16	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:17	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661089.
[00:48:17	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:17	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661090.
[00:48:17	]S10/ORD.GHOST-82 has gained 0 chips.
[00:48:17	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661091.
[00:48:39	][IC] S10/ORD.GHOST-82: <:: Fourteen, one, six, three, eleven... And your turn, over. ::>
[00:48:47	]S10/ORD.GHOST-82 has gained level 47 in the Speed skill.
[00:48:51	][IC] S10/ORD.GHOST-82: <:: Nothing to report, over. ::>
[00:48:59	][IC] S10/ORD.GHOST-82: <:: Copy that. Sustaining viscon at sector NOMAD-KILO-THREE-DASH-SIX. ::>
[00:49:06	][IC] S10/ORD.GHOST-82: <:: Affirmative, outbreak status is code DELTA-SEVEN. Team SUNDOWN is on contact overrun. ::>
[00:49:32	][IC] S10/ORD.GHOST-82: <:: Copy that... No sector containment, no confirmation on target one vector... Waiting for secondary parameter codes. ::>
[00:51:23	][IC] S10/ORD.GHOST-82: <:: Primary target, ordinal engaged. ::>
[00:51:24	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661025.
[00:51:24	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661038.
[00:51:36	][IC] S10/ORD.GHOST-82: <:: Attacking1. ::>
[00:51:52	][IC] S10/ORD.GHOST-82: <:: Engaging. ::>
[00:51:54	][IC] S10/ORD.GHOST-82: <:: Engaging. ::>
[00:51:59	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661038.
[00:51:59	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661037.
[00:52:14	]S10/ORD.GHOST-82 destroyed a 'OSPR2A-EXP' #1660982.
[00:52:17	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661037.
[00:52:17	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661036.
[00:52:36	][IC] S10/ORD.GHOST-82: <:: Exposing hostile in three. ::>
[00:52:47	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661036.
[00:52:47	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661035.
[00:52:51	]S10/ORD.GHOST-82 ran 'take' on item 'Pulse-Rifle Energy' (#1660974)
[00:52:51	]S10/ORD.GHOST-82 has gained a 'Pulse-Rifle Energy' #1660974.
[00:52:53	]S10/ORD.GHOST-82 ran 'take' on item 'Pulse-Rifle Energy' (#1660975)
[00:53:33	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661034.
[00:53:36	]S10/ORD.GHOST-82 ran 'take' on item '30rnd Pulse-magazine' (#1661035)
[00:53:36	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661035.
[00:53:39	]S10/ORD.GHOST-82 ran 'drop' on item 'Popper' (#1661019)
[00:53:39	]S10/ORD.GHOST-82 has lost a 'Popper' #1661019.
[00:53:40	]S10/ORD.GHOST-82 ran 'drop' on item '6rnd Popper-magazine' (#1661020)
[00:53:40	]S10/ORD.GHOST-82 has lost a '6rnd Popper-magazine' #1661020.
[00:53:40	]S10/ORD.GHOST-82 ran 'drop' on item '6rnd Popper-magazine' (#1661021)
[00:53:40	]S10/ORD.GHOST-82 has lost a '6rnd Popper-magazine' #1661021.
[00:53:41	]S10/ORD.GHOST-82 ran 'drop' on item '357 Rounds' (#1661022)
[00:53:41	]S10/ORD.GHOST-82 has lost a '357 Rounds' #1661022.
[00:53:43	]S10/ORD.GHOST-82 destroyed a '357 Rounds' #1661022.
[00:53:43	]S10/ORD.GHOST-82 destroyed a '6rnd Popper-magazine' #1661021.
[00:53:44	]S10/ORD.GHOST-82 destroyed a '6rnd Popper-magazine' #1661020.
[00:53:45	]S10/ORD.GHOST-82 destroyed a 'Popper' #1661019.
[00:53:50	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661034.
[00:53:50	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661033.
[00:54:16	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661033.
[00:54:16	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661032.
[00:54:33	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661032.
[00:54:33	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661031.
[00:55:35	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661031.
[00:55:35	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661030.
[00:56:08	]S10/ORD.GHOST-82 has gained level 48 in the Speed skill.
[00:56:15	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661030.
[00:56:15	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661029.
[00:56:26	][IC] S10/ORD.GHOST-82: <:: Overwatch, sector overrun! Repeat, sector overrun! ::>
[00:56:31	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661029.
[00:56:31	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661028.
[00:56:40	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661028.
[00:56:40	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661027.
[00:56:46	][IC] S10/ORD.GHOST-82: <:: Overwatch is confirming sector lockdown. Keep sightlines open, and sound on. ::>
[00:56:59	]S10/ORD.GHOST-82 used command '/Radio SECTOR LOCKDOWN'.
[00:57:14	]S10/ORD.GHOST-82 ran 'take' on item 'Pulse-Rifle Energy' (#1660975)
[00:57:14	]S10/ORD.GHOST-82 has gained a 'Pulse-Rifle Energy' #1660975.
[00:57:22	]S10/ORD.GHOST-82 destroyed a 'AR-2' #1660973.
[00:57:32	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661027.
[00:57:32	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661028.
[00:57:52	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661028.
[00:57:52	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661026.
[00:58:23	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661026.
[00:58:23	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661025.
[01:01:02	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661025.
[01:01:02	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661034.
[01:01:21	][IC] S10/ORD.GHOST-82: <:: Https://media.discordapp.net/attachments/964139269071450142/1119032854437974086/game-over-1-jpg.png?width=1202&height=676. ::>
[01:01:36	][IC] S10/ORD.GHOST-82: <:: Overwatch is confirming sector lockdown. Keep sightlines open, and sound on. ::>
[01:01:45	]Nesh loaded the character 'C17:RCT.YELLO-74'
[01:02:49	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660320.
[01:02:51	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660320.
[01:02:51	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660319.
[01:03:06	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660319.
[01:03:06	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660320.
[01:03:33	][IC] C17:RCT.YELLO-74: <:: 11-99; officer needs assistance! ::>
[01:03:37	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660320.
[01:03:37	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660321.
[01:03:41	]C17:RCT.YELLO-74 used command '/Radio 11-99'.
[01:03:51	]C17:RCT.YELLO-74 used command '/SC TAC-3'.
[01:03:57	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660319)
[01:03:58	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660320)
[01:04:01	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660321.
[01:04:01	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660320.
[01:04:08	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660321)
[01:04:09	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660321)
[01:04:14	]C17:RCT.YELLO-74 used command '/Radio 11-99'.
[01:04:22	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660320.
[01:04:22	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660321.
[01:04:34	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660321.
[01:04:34	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660319.
[01:04:37	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660321)
[01:04:39	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660320)
[01:04:40	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660321)
[01:04:42	]C17:RCT.YELLO-74 ran 'combine' on item '17rnd Usp-magazine' (#1660320)
[01:04:48	][IC] C17:RCT.YELLO-74: <:: Grenade! ::>
[01:04:54	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660319.
[01:04:54	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660321.
[01:04:57	]Kranky has connected.
[01:05:02	]C17:RCT.YELLO-74 has gained a '17rnd Usp-magazine' #1660321.
[01:05:02	]C17:RCT.YELLO-74 has lost a '17rnd Usp-magazine' #1660320.
[01:05:12	]Nesh loaded the character 'S10/ORD.GHOST-82'
[01:05:26	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661034.
[01:05:26	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661025.
[01:05:29	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661030)
[01:05:30	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661031)
[01:05:32	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661028)
[01:05:34	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661032)
[01:05:35	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661036)
[01:05:37	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661036)
[01:05:39	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661037)
[01:05:41	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661038)
[01:05:42	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661037)
[01:05:43	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661033)
[01:05:44	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661033)
[01:05:45	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661035)
[01:05:47	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661029)
[01:05:48	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661029)
[01:05:50	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661026)
[01:05:51	]S10/ORD.GHOST-82 ran 'combine' on item '30rnd Pulse-magazine' (#1661026)
[01:05:58	]S10/ORD.GHOST-82 has gained a '30rnd Pulse-magazine' #1661025.
[01:05:58	]S10/ORD.GHOST-82 has lost a '30rnd Pulse-magazine' #1661038.
[01:05:59	]S10/ORD.GHOST-82 used the 'Munition Lady' vendor.
[01:06:02	]Kranky (STEAM_0:1:110380124) has disconnected.
[01:06:05	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:05	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661092.
[01:06:06	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:06	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661093.
[01:06:06	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:06	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661094.
[01:06:07	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:07	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661095.
[01:06:07	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:07	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661096.
[01:06:08	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:08	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661097.
[01:06:08	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:08	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661098.
[01:06:09	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:09	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661099.
[01:06:09	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:09	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661100.
[01:06:10	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:10	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661101.
[01:06:10	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:10	]S10/ORD.GHOST-82 has gained a 'Pulse Rifle Bullets' #1661102.
[01:06:12	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:12	]S10/ORD.GHOST-82 has gained a 'Frag Grenade' #1661103.
[01:06:12	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:12	]S10/ORD.GHOST-82 has gained a 'Frag Grenade' #1661104.
[01:06:13	]S10/ORD.GHOST-82 has gained 0 chips.
[01:06:13	]S10/ORD.GHOST-82 has gained a 'Frag Grenade' #1661105.
[01:07:05	]Nesh (STEAM_0:1:545569447) has disconnected.
[09:15:43	]Mango has connected.
[09:16:32	]Mango loaded the character 'C17:RCT.YELLO-97'
[09:16:37	]C17:RCT.YELLO-97 is fully healed.
[09:17:29	]C17:RCT.YELLO-97 used command '/Datafile banana'.
[09:18:07	]C17:RCT.YELLO-97 used command '/Datafile Maesroe'.
[09:18:30	]C17:RCT.YELLO-97 used command '/Datafile Jame'.
[09:18:42	]C17:RCT.YELLO-97 used command '/Datafile !56'.
[09:19:02	]C17:RCT.YELLO-97 used command '/Datafile Churr'.
[09:21:37	]Mango loaded the character 'Churrlung'
[09:21:42	]Churrlung is fully healed.
[09:21:52	]Churrlung used command '/Datafile 63709'.
[09:25:46	]Mango (STEAM_0:0:544539350) has disconnected.
[10:34:09	]Mango has connected.
[10:34:54	]Mango loaded the character 'Alla'Bii'
[10:34:59	]Alla'Bii is fully healed.
[10:35:15	]Mango loaded the character 'Ki Geun'
[10:35:23	]Ki Geun entered observer.
[10:35:24	]Ki Geun exited observer at their location.
[10:35:47	]Ki Geun used command '/PlyGiveAllFlags ki'.
[10:35:53	]Ki Geun used command '/Datafile 59898'.
[10:36:13	]Ki Geun used command '/Datafile yello'.
[10:41:15	]Ki Geun has gone afk.
[10:41:45	]Ki Geun is no longer afk. Total time spent AFK: 325
[10:41:46	]Ki Geun used command '/Datafile yello'.
[10:49:32	]Mango has connected.
[11:07:19	]Mango loaded the character 'Azh'Daal'
[11:07:24	]Azh'Daal is fully healed.
[11:07:29	]Azh'Daal used command '/Datafile 59898'.
[11:07:52	]Azh'Daal used command '/Datafile yello'.
[11:08:26	]Azh'Daal used command '/Datafile C24'.
[11:08:36	]Azh'Daal used command '/Datafile yello'.
[11:48:54	]Mango has connected.
[11:59:22	]Mango loaded the character 'Ki Geun'
[11:59:32	]Ki Geun used command '/Datafile 59898'.
[11:59:38	]Ki Geun used command '/Datafile ban'.
[11:59:57	]Mango loaded the character 'Alla'Bii'
[12:00:02	]Alla'Bii is fully healed.
[12:00:08	]Alla'Bii used command '/Datafile Alla''.
[12:00:18	]Alla'Bii used command '/Datafile helix'.
[12:01:35	]Alla'Bii used command '/Datafile !alla'.
[12:01:42	]Alla'Bii used command '/Datafile lyla'.
[12:06:12	]Alla'Bii used command '/Datafile 59898'.
[12:14:57	]Alla'Bii has gone afk.
[12:19:07	]Alla'Bii is no longer afk. Total time spent AFK: 545
[12:19:10	]Mango (STEAM_0:0:544539350) has disconnected.
