[01:15:29	]Nesh has connected.
[01:37:17	][IC] FA. Phelps: <:: Shit! ::>
[01:37:19	][IC] FA. Phelps: <:: Shit! ::>
[01:37:20	][IC] FA. Phelps: <:: Shit! ::>
[01:37:21	][IC] FA. Phelps: <:: Shit! ::>
[01:37:21	]Console ran SAM command 'respawn' with arguments: 'phelp'
[01:37:22	][IC] FA. Phelps: <:: Shit! ::>
[01:37:23	]FA. Phelps is fully healed.
[01:37:31	][IC] FA. Phelps: <:: Help! ::>
[01:37:39	]FA. Phelps has lost a '20rnd FiveSeven-magazine' #2005807.
[01:37:49	]FA. Phelps used the 'CCG Vendor' vendor.
[01:38:04	]FA. Phelps has gained 0 chips.
[01:38:04	]FA. Phelps has gained a 'Flash Grenade' #2046363.
[01:38:08	]FA. Phelps ran 'Equip' on item 'Model 870' (#2046347)
[01:38:13	]FA. Phelps has lost a 'EOTech 553 (RDS)' #2007990.
[01:38:18	]FA. Phelps has lost a '8-Round 870 Tube' #2046356.
[01:38:22	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046355)
[01:38:23	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046352)
[01:38:25	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046354)
[01:38:28	]FA. Phelps ran 'combine' on item '8rnd 870-magazine' (#2046353)
[01:38:29	]FA. Phelps used the 'CCG Vendor' vendor.
[01:38:31	]Console ran SAM command 'ignite' with arguments: 'phelp'
[01:38:31	]FA. Phelps has taken 1 damage from entityflame.
[01:38:31	]FA. Phelps has taken 1 damage from entityflame.
[01:38:31	]FA. Phelps has taken 1 damage from entityflame.
[01:38:32	]FA. Phelps has taken 1 damage from entityflame.
[01:38:32	]FA. Phelps has taken 1 damage from entityflame.
[01:38:32	]FA. Phelps has taken 1 damage from entityflame.
[01:38:32	]FA. Phelps has taken 1 damage from entityflame.
[01:38:32	]FA. Phelps has taken 1 damage from entityflame.
[01:38:33	]FA. Phelps has taken 1 damage from entityflame.
[01:38:33	]FA. Phelps has taken 1 damage from entityflame.
[01:38:33	]FA. Phelps has taken 1 damage from entityflame.
[01:38:33	]FA. Phelps has taken 1 damage from entityflame.
[01:38:33	]FA. Phelps has taken 1 damage from entityflame.
[01:38:34	]FA. Phelps has taken 1 damage from entityflame.
[01:38:34	]FA. Phelps has taken 1 damage from entityflame.
[01:38:34	][IC] FA. Phelps: <:: Shit! ::>
[01:38:34	]FA. Phelps has taken 1 damage from entityflame.
[01:38:34	]FA. Phelps has taken 1 damage from entityflame.
[01:38:34	]FA. Phelps has taken 1 damage from entityflame.
[01:38:35	]FA. Phelps has taken 1 damage from entityflame.
[01:38:35	]FA. Phelps has taken 1 damage from entityflame.
[01:38:35	]FA. Phelps has taken 1 damage from entityflame.
[01:38:35	]FA. Phelps has taken 1 damage from entityflame.
[01:38:35	]FA. Phelps has taken 1 damage from entityflame.
[01:38:36	]FA. Phelps has taken 1 damage from entityflame.
[01:38:36	]FA. Phelps has taken 1 damage from entityflame.
[01:38:36	]FA. Phelps has taken 1 damage from entityflame.
[01:38:36	]FA. Phelps has taken 1 damage from entityflame.
[01:38:36	]FA. Phelps has taken 1 damage from entityflame.
[01:38:37	]FA. Phelps has taken 1 damage from entityflame.
[01:38:37	]FA. Phelps has taken 1 damage from entityflame.
[01:38:37	]FA. Phelps has taken 1 damage from entityflame.
[01:38:37	]FA. Phelps has taken 1 damage from entityflame.
[01:38:37	]FA. Phelps has taken 1 damage from entityflame.
[01:38:38	]FA. Phelps has taken 1 damage from entityflame.
[01:38:38	]FA. Phelps has taken 1 damage from entityflame.
[01:38:38	]FA. Phelps has taken 1 damage from entityflame.
[01:38:38	]FA. Phelps has taken 1 damage from entityflame.
[01:38:38	]FA. Phelps has taken 1 damage from entityflame.
[01:38:39	]FA. Phelps has taken 1 damage from entityflame.
[01:38:39	]FA. Phelps has taken 1 damage from entityflame.
[01:38:39	]FA. Phelps has taken 1 damage from entityflame.
[01:38:39	]FA. Phelps has taken 1 damage from entityflame.
[01:38:39	]Console ran SAM command 'extinguish' with arguments: 'phelp'
[01:38:42	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046357)
[01:38:48	][IC] FA. Phelps: <:: Grenade! ::>
[01:38:54	][IC] FA. Phelps: <:: Augh! ::>
[01:39:01	]FA. Phelps used the 'CCG Vendor' vendor.
[01:39:30	]FA. Phelps has gained 0 chips.
[01:39:30	]FA. Phelps has gained a 'Health Vial' #2046364.
[01:39:33	]FA. Phelps ran 'use' on item 'Health Vial' (#2046364)
[01:39:33	]FA. Phelps has performed the 'Use Health Vial' action, gaining 102 experience in medicine.
[01:39:33	]FA. Phelps was disinfected by FA. Phelps for 379 seconds.
[01:39:33	]FA. Phelps was bandaged by FA. Phelps for 62 HP.
[01:39:35	]FA. Phelps used the 'CCG Vendor' vendor.
[01:39:42	]FA. Phelps has gained 0 chips.
[01:39:42	]FA. Phelps has gained a 'Flash Grenade' #2046365.
[01:39:43	]FA. Phelps has gained 0 chips.
[01:39:43	]FA. Phelps has gained a 'Flash Grenade' #2046366.
[01:39:44	]FA. Phelps has gained 0 chips.
[01:39:44	]FA. Phelps has gained a 'Flash Grenade' #2046367.
[01:39:45	]FA. Phelps has gained 0 chips.
[01:39:45	]FA. Phelps has gained a 'Flash Grenade' #2046368.
[01:40:24	][IC] FA. Phelps: <:: Shit! ::>
[01:40:50	]FA. Phelps has gained a '20rnd FiveSeven-magazine' #2005807.
[01:40:50	]FA. Phelps has lost a '20rnd FiveSeven-magazine' #2005808.
[01:40:51	]FA. Phelps has lost a '8rnd 870-magazine' #2046355.
[01:41:09	]FA. Phelps has gained a '8rnd 870-magazine' #2046355.
[01:41:09	]FA. Phelps has lost a '8rnd 870-magazine' #2046354.
[01:41:22	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046365)
[01:41:39	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046368)
[01:41:55	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046366)
[01:42:04	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046367)
[01:42:12	]Rabithunter has connected.
[01:42:20	]FA. Phelps ran 'Equip' on item 'Flash Grenade' (#2046363)
[01:42:37	]FA. Phelps has gained a '8rnd 870-magazine' #2046354.
[01:42:37	]FA. Phelps has lost a '8rnd 870-magazine' #2046353.
[01:42:48	]FA. Phelps is fully healed.
[01:43:26	]Rabithunter loaded the character 'Monika Némethová'
[01:43:31	]Monika Némethová is fully healed.
[01:43:41	][IC] FA. Phelps: <:: Shit! ::>
[01:43:42	]FA. Phelps used command '/Radio shit'.
[01:43:45	]FA. Phelps used command '/SC TAC'.
[01:43:47	]Monika Némethová used command '/SC cca'.
[01:43:47	]FA. Phelps used command '/Radio shit'.
[01:43:55	]Monika Némethová used command '/Radio this is the devright?'.
[01:43:57	]FA. Phelps used command '/Radio cp overrun'.
[01:44:04	]Monika Némethová entered observer.
[01:44:08	]FA. Phelps used command '/SC yeah'.
[01:44:12	]FA. Phelps used command '/SC CCA'.
[01:44:28	]FA. Phelps used command '/Radio yeah'.
[01:44:35	]Monika Némethová used command '/ToggleRaise'.
[01:44:44	]FA. Phelps has gained a '20rnd FiveSeven-magazine' #2005808.
[01:44:44	]FA. Phelps has gained a '8rnd 870-magazine' #2046353.
[01:44:44	]FA. Phelps was just knocked out due to: hit by stunstick owned by Monika Némethová
[01:44:47	][IC] FA. Phelps: <:: Shit! ::>
[01:44:50	][IC] FA. Phelps: <:: Agh! ::>
[01:44:54	][IC] FA. Phelps: <:: Help! ::>
[01:44:57	][IC] FA. Phelps: <:: 11-99; officer needs assistance! ::>
[01:45:04	][IC] FA. Phelps: <:: Ugh! ::>
[01:45:08	]FA. Phelps has taken 50 damage from worldspawn.
[01:45:12	][IC] FA. Phelps: <:: Uagh! ::>
[01:45:16	][IC] FA. Phelps: <:: Help! ::>
[01:45:20	][IC] FA. Phelps: <:: Shit, shit! ::>
[01:45:42	]Monika Némethová ran SAM command 'respawn' with arguments: 'phe'
[01:45:43	]FA. Phelps is fully healed.
[01:45:51	]Monika Némethová exited observer at their location.
[01:45:54	][IC] FA. Phelps: <:: Yeah. ::>
[01:45:58	][IC] Monika Némethová: Yeah!
[01:46:00	]FA. Phelps has lost a '8rnd 870-magazine' #2046354.
[01:46:01	]Monika Némethová entered observer.
[01:46:04	][IC] FA. Phelps: <:: L. ::>
[01:46:05	]FA. Phelps has gained a '8rnd 870-magazine' #2046354.
[01:46:05	]FA. Phelps has lost a '8rnd 870-magazine' #2046353.
[01:46:15	]FA. Phelps ran 'Equip' on item 'Smoke Grenade' (#1953597)
[01:46:17	][IC] FA. Phelps: <:: Watch it! ::>
[01:47:21	]FA. Phelps has gained a '8rnd 870-magazine' #2046353.
[01:47:21	]FA. Phelps has lost a '8rnd 870-magazine' #2046354.
[01:47:28	]FA. Phelps has gained a '8rnd 870-magazine' #2046354.
[01:47:28	]FA. Phelps has lost a '8rnd 870-magazine' #2046353.
[01:47:43	]FA. Phelps used command '/Radio report status'.
[01:47:49	]Monika Némethová used command '/Radio fuck off'.
[01:47:52	]FA. Phelps used command '/Radio no'.
[01:48:06	]FA. Phelps used command '/Radio 11-99'.
[01:48:12	]FA. Phelps has gained a '8rnd 870-magazine' #2046353.
[01:48:12	]FA. Phelps has lost a '8rnd 870-magazine' #2046354.
[01:48:36	]Monika Némethová used command '/PlaySound music/eventmusic/rabitsintrotheme.ogg'.
[01:48:43	]FA. Phelps has gained a '8rnd 870-magazine' #2046354.
[01:48:43	]FA. Phelps has lost a '8rnd 870-magazine' #2046353.
[01:48:47	]Monika Némethová exited observer at their location.
[01:48:53	]Rabithunter loaded the character 'Pathfinder'
[01:48:58	]Pathfinder is fully healed.
[01:49:02	]Pathfinder has lost a '30rnd AK-magazine' #2010657.
[01:49:02	]Pathfinder has gained a '30rnd AK-magazine' #2010656.
[01:49:03	]Pathfinder entered observer.
[01:49:11	]Pathfinder exited observer at their location.
[01:49:15	]Pathfinder used command '/ToggleRaise'.
[01:49:27	]FA. Phelps has hit Pathfinder in the chest dealing 6 damage (CritChance was 0.29).
