[21:58:11	]Marco has connected.
[22:13:13	]Marco Polo has hit npc_antlionguard dealing 16 damage (CritChance was 0.66).
[22:13:13	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has hit npc_antlionguard dealing 16 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has hit npc_antlionguard dealing 16 damage (CritChance was 0.67).
[22:13:13	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:14	]Marco Polo has hit npc_antlionguard dealing 16 damage (CritChance was 0.67).
[22:13:14	]Marco Polo has gained level 11 in the Guns skill.
[22:13:14	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:14	]Marco Polo has critically hit npc_antlionguard dealing 19 damage (CritChance was 0.67).
[22:13:19	]Marco Polo has spawned a 'Entity [460][npc_zombine_slump_attack]'.
[22:13:20	]Marco Polo has spawned a 'Entity [469][npc_zombine_slump_attack]'.
[22:13:20	]Marco Polo has spawned a 'Entity [473][npc_zombine_slump_attack]'.
[22:13:20	]Marco Polo has spawned a 'Entity [466][npc_zombine_slump_attack]'.
[22:13:26	]Marco Polo has hit npc_zombine in the right leg dealing 12 damage (CritChance was 0.40).
[22:13:26	]Marco Polo has hit npc_zombine in the left leg dealing 12 damage (CritChance was 0.40).
[22:13:27	]Marco Polo has hit npc_zombine in the right leg dealing 12 damage (CritChance was 0.40).
[22:13:27	]Marco Polo has hit npc_zombine in the right leg dealing 12 damage (CritChance was 0.40).
[22:13:27	]Marco Polo has hit npc_zombine in the right leg dealing 12 damage (CritChance was 0.40).
[22:13:27	]Marco Polo has hit npc_zombine in the right leg dealing 12 damage (CritChance was 0.40).
[22:13:27	]Marco Polo has hit npc_zombine in the head dealing 18 damage (CritChance was 0.13).
[22:13:28	]Marco Polo has hit npc_zombine in the chest dealing 18 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has critically hit npc_zombine in the left leg dealing 16 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has critically hit npc_zombine in the left leg dealing 16 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the left leg dealing 12 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the right arm dealing 12 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the right arm dealing 12 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the left leg dealing 12 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the chest dealing 18 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the chest dealing 18 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the left arm dealing 12 damage (CritChance was 0.40).
[22:13:28	]Marco Polo has hit npc_zombine in the head dealing 18 damage (CritChance was 0.13).
[22:13:28	]Marco Polo has gained level 12 in the Guns skill.
[22:13:28	]Marco Polo has hit npc_zombine in the head dealing 18 damage (CritChance was 0.13).
[22:13:35	]Marco Polo has spawned a 'Entity [458][npc_zombine_slump]'.
[22:13:36	]Marco Polo has hit npc_zombine in the chest dealing 18 damage (CritChance was 0.39).
[22:13:36	]Marco Polo has critically hit npc_zombine in the chest dealing 19 damage (CritChance was 0.39).
[22:13:37	]Marco Polo has hit npc_zombine in the left leg dealing 12 damage (CritChance was 0.41).
[22:13:37	]Marco Polo has critically hit npc_zombine in the left leg dealing 16 damage (CritChance was 0.41).
[22:13:37	]Marco Polo has critically hit npc_zombine in the chest dealing 19 damage (CritChance was 0.41).
[22:13:37	]Marco Polo has critically hit npc_zombine in the chest dealing 19 damage (CritChance was 0.41).
[22:13:38	]Marco Polo has critically hit npc_zombine in the chest dealing 19 damage (CritChance was 0.41).
[22:13:42	]Marco Polo has taken 62 damage from sleeping_zomb748.
[22:13:42	]sleeping_zomb748 destroyed a 'Health Kit' #3307310.
[22:13:46	]Marco Polo is fully healed.
[22:13:47	]Marco Polo has spawned a 'Entity [447][npc_antlionworker_burrowed]'.
[22:13:51	]Marco Polo has critically hit npc_antlion dealing 19 damage (CritChance was 0.68).
[22:13:51	]Marco Polo has gained level 13 in the Guns skill.
[22:13:51	]Marco Polo has critically hit npc_antlion dealing 19 damage (CritChance was 0.68).
[22:13:51	]Marco Polo has critically hit npc_antlion dealing 19 damage (CritChance was 0.68).
[22:13:51	]Marco Polo has critically hit npc_antlion dealing 19 damage (CritChance was 0.68).
[22:14:00	]Marco Polo used command '/ToggleRaise'.
[22:14:01	]Marco Polo used command '/ToggleRaise'.
[22:14:03	]Marco Polo used command '/ToggleRaise'.
[22:14:26	]Marco Polo used command '/ToggleRaise'.
[22:14:28	]Marco Polo has spawned a 'Entity [464][npc_caveguard_burrowed]'.
[22:14:33	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:33	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:33	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has gained level 14 in the Guns skill.
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:34	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has gained level 15 in the Guns skill.
[22:14:35	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:35	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has gained level 16 in the Guns skill.
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:36	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:37	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has gained level 17 in the Guns skill.
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has gained level 18 in the Guns skill.
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:38	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:47	]Marco Polo has taken 20 damage from npc_antlionguard.
[22:14:47	]Marco Polo has taken 88 damage from npc_antlionguard.
[22:14:49	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:49	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:49	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:51	]Marco Polo has spawned a 'Entity [466][npc_antlionguard_burrowed]'.
[22:14:52	]Marco Polo has spawned a 'Entity [464][npc_antlionguard_burrowed]'.
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has gained level 19 in the Guns skill.
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:14:58	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has gained level 20 in the Guns skill.
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:00	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:01	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has gained level 21 in the Guns skill.
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:02	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:03	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:03	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:03	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:03	]Marco Polo has gained level 22 in the Guns skill.
[22:15:03	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:03	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has critically hit npc_antlionguard dealing 11 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
[22:15:04	]Marco Polo has hit npc_antlionguard dealing 9 damage (CritChance was 0.60).
