[15:13:39	]Marco has connected.
[16:03:52	]devserver char has gained a 'Advanced Fertilizer' #3111361.
[16:03:52	]devserver char has spawned a advanced_fertilizer.
[16:03:53	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111362)
[16:03:53	]devserver char has gained a 'Advanced Fertilizer' #3111362.
[16:03:54	]devserver char has spawned a advanced_fertilizer.
[16:03:54	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111363)
[16:03:54	]devserver char has gained a 'Advanced Fertilizer' #3111363.
[16:03:55	]devserver char has spawned a advanced_fertilizer.
[16:03:56	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111364)
[16:03:56	]devserver char has gained a 'Advanced Fertilizer' #3111364.
[16:03:56	]devserver char has spawned a advanced_fertilizer.
[16:03:57	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111365)
[16:03:57	]devserver char has gained a 'Advanced Fertilizer' #3111365.
[16:03:57	]devserver char has spawned a advanced_fertilizer.
[16:03:58	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111366)
[16:03:58	]devserver char has gained a 'Advanced Fertilizer' #3111366.
[16:03:59	]devserver char has spawned a advanced_fertilizer.
[16:04:00	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111367)
[16:04:00	]devserver char has gained a 'Advanced Fertilizer' #3111367.
[16:04:00	]devserver char has spawned a advanced_fertilizer.
[16:04:01	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111368)
[16:04:01	]devserver char has gained a 'Advanced Fertilizer' #3111368.
[16:04:01	]devserver char opened the 'cmruplant' #134222 container.
[16:04:12	]devserver char closed the 'cmruplant' #134222 container.
[16:04:14	]devserver char has spawned a advanced_fertilizer.
[16:04:14	]devserver char has spawned a advanced_fertilizer.
[16:04:14	]devserver char has spawned a advanced_fertilizer.
[16:04:14	]devserver char has spawned a advanced_fertilizer.
[16:04:15	]devserver char has spawned a advanced_fertilizer.
[16:04:15	]devserver char has spawned a advanced_fertilizer.
[16:04:16	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111374)
[16:04:16	]devserver char has gained a 'Advanced Fertilizer' #3111374.
[16:04:17	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111373)
[16:04:17	]devserver char has gained a 'Advanced Fertilizer' #3111373.
[16:04:18	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111372)
[16:04:18	]devserver char has gained a 'Advanced Fertilizer' #3111372.
[16:04:19	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111371)
[16:04:19	]devserver char has gained a 'Advanced Fertilizer' #3111371.
[16:04:20	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111369)
[16:04:20	]devserver char has gained a 'Advanced Fertilizer' #3111369.
[16:04:20	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111370)
[16:04:20	]devserver char has gained a 'Advanced Fertilizer' #3111370.
[16:04:30	]devserver char opened the 'cmruplant' #134222 container.
[16:04:36	]devserver char closed the 'cmruplant' #134222 container.
[16:04:36	]devserver char opened the 'cmruplant' #134222 container.
[16:04:37	]devserver char closed the 'cmruplant' #134222 container.
[16:04:39	]devserver char has used a context menu option with the name: remove
[16:04:45	]devserver char has spawned 'models/props_junk/wood_crate001a.mdl'.
[16:04:50	]devserver char opened the 'Crate' #134223 container.
[16:04:52	]devserver char closed the 'Crate' #134223 container.
[16:04:55	]devserver char has spawned a advanced_fertilizer.
[16:04:55	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111375)
[16:04:55	]devserver char has gained a 'Advanced Fertilizer' #3111375.
[16:04:56	]devserver char opened the 'Crate' #134223 container.
[16:05:02	]devserver char closed the 'Crate' #134223 container.
[16:05:04	]devserver char has spawned a advanced_fertilizer.
[16:05:06	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111376)
[16:05:06	]devserver char has gained a 'Advanced Fertilizer' #3111376.
[16:05:09	]devserver char has spawned a advanced_fertilizer.
[16:05:10	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111377)
[16:05:10	]devserver char has gained a 'Advanced Fertilizer' #3111377.
[16:05:21	]devserver char has spawned a advanced_fertilizer.
[16:05:21	]devserver char ran 'take' on item 'Advanced Fertilizer' (#3111378)
[16:05:21	]devserver char has gained a 'Advanced Fertilizer' #3111378.
[16:05:23	]devserver char opened the 'Crate' #134223 container.
[16:05:24	]devserver char closed the 'Crate' #134223 container.
[16:05:52	][IC] devserver char: !kill ^.
[16:05:54	][IC] devserver char: Hm.
[16:05:57	]devserver char entered observer.
[16:06:00	]devserver char exited observer.
[16:06:01	]devserver char exited observer.
[16:06:02	]devserver char entered observer.
[16:06:03	]devserver char exited observer.
[16:06:14	]devserver char ran 'drop' on item 'Pear Seeds' (#3111349)
[16:06:15	]devserver char ran 'drop' on item 'Pear Seeds' (#3111349)
[16:06:33	]Marco has unloaded their "devserver char" character.
[16:06:37	]Marco (STEAM_0:0:39958603) deleted character 'devserver char'
[16:07:55	]Marco created the character 'marco the mentroll'
[16:07:55	]Marco loaded the character 'marco the mentroll'
[16:08:07	]marco the mentroll used command '/CharGiveFlag ^ pet'.
[16:08:09	]marco the mentroll used command '/CharGiveFlag ^ n'.
[16:08:18	]marco the mentroll used command '/CharGiveFlag ^ c'.
[16:08:24	]marco the mentroll used command '/CharGiveFlag ^ r'.
[16:08:31	]marco the mentroll used command '/CharGiveFlag ^ b'.
[16:08:55	]marco the mentroll used command '/BecomeClass *'.
[16:09:21	]marco the mentroll used command '/CharGiveFlag ^ B'.
[16:10:16	]marco the mentroll used command '/CharTakeFlag ^ B'.
[16:13:27	]marco the mentroll has spawned a seed_apple.
[16:13:27	]marco the mentroll ran 'take' on item 'Apple Seeds' (#3111379)
[16:13:27	]marco the mentroll has gained a 'Apple Seeds' #3111379.
[16:13:28	]marco the mentroll opened the 'Crate' #134223 container.
[16:13:30	]marco the mentroll closed the 'Crate' #134223 container.
[16:13:30	]marco the mentroll opened the 'Crate' #134223 container.
[16:13:32	]marco the mentroll closed the 'Crate' #134223 container.
[16:13:34	]marco the mentroll has used a context menu option with the name: remove
[16:13:37	]marco the mentroll has used a context menu option with the name: remove
[16:13:48	]marco the mentroll has given himself a suitcase.
[16:13:48	]marco the mentroll has gained a 'Suitcase' #3111380.
[16:13:49	]marco the mentroll has given himself a suitcase.
[16:13:49	]marco the mentroll has gained a 'Suitcase' #3111381.
[16:13:51	]marco the mentroll has given himself a suitcase.
[16:13:51	]marco the mentroll has gained a 'Suitcase' #3111382.
[16:13:51	]marco the mentroll has given himself a suitcase.
[16:13:51	]marco the mentroll has gained a 'Suitcase' #3111383.
[16:13:54	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:14:00	]marco the mentroll has given himself a suitcase.
[16:14:00	]marco the mentroll has gained a 'Suitcase' #3111384.
[16:14:01	]marco the mentroll has given himself a suitcase.
[16:14:01	]marco the mentroll has gained a 'Suitcase' #3111385.
[16:14:05	]marco the mentroll has given himself a suitcase.
[16:14:05	]marco the mentroll has gained a 'Suitcase' #3111386.
[16:14:13	]marco the mentroll has given himself a largebag.
[16:14:13	]marco the mentroll has gained a 'Large Bag' #3111387.
[16:14:14	]marco the mentroll has given himself a smallbag.
[16:14:14	]marco the mentroll has gained a 'Small Bag' #3111388.
[16:15:26	]marco the mentroll has given himself a cca_coat_devil_armored.
[16:15:26	]marco the mentroll has gained a 'Devil's Advocates Coat - Armored' #3111389.
[16:15:41	]marco the mentroll has given himself a cca_coat_overseer_armored.
[16:15:41	]marco the mentroll has gained a 'The Overseer - Armored' #3111390.
[16:15:50	]marco the mentroll has given himself a cca_legs_overseer.
[16:15:50	]marco the mentroll has gained a 'Overseer Pants' #3111391.
[16:15:53	]marco the mentroll ran 'drop' on item 'Devil's Advocates Coat - Armored' (#3111389)
[16:15:57	]marco the mentroll ran 'drop' on item 'Devil's Advocates Coat - Armored' (#3111389)
[16:16:27	]marco the mentroll has spawned a water_bucket.
[16:16:34	]marco the mentroll ran 'take' on item 'Watering Can' (#3111392)
[16:16:34	]marco the mentroll has gained a 'Watering Can' #3111392.
[16:16:36	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:39	]marco the mentroll has spawned a water_bucket.
[16:16:40	]marco the mentroll ran 'take' on item 'Watering Can' (#3111393)
[16:16:40	]marco the mentroll has gained a 'Watering Can' #3111393.
[16:16:40	]marco the mentroll has spawned a water_bucket.
[16:16:41	]marco the mentroll ran 'take' on item 'Watering Can' (#3111394)
[16:16:41	]marco the mentroll has gained a 'Watering Can' #3111394.
[16:16:41	]marco the mentroll has spawned a water_bucket.
[16:16:42	]marco the mentroll ran 'take' on item 'Watering Can' (#3111395)
[16:16:42	]marco the mentroll has gained a 'Watering Can' #3111395.
[16:16:43	]marco the mentroll has spawned a water_bucket.
[16:16:43	]marco the mentroll ran 'take' on item 'Watering Can' (#3111396)
[16:16:43	]marco the mentroll has gained a 'Watering Can' #3111396.
[16:16:44	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:45	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:47	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:48	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
[16:16:49	]marco the mentroll has spawned a water_bucket.
[16:16:50	]marco the mentroll has spawned a water_bucket.
[16:16:50	]marco the mentroll has spawned a water_bucket.
[16:16:51	]marco the mentroll ran 'take' on item 'Watering Can' (#3111398)
[16:16:51	]marco the mentroll has gained a 'Watering Can' #3111398.
[16:16:52	]marco the mentroll ran 'take' on item 'Watering Can' (#3111397)
[16:16:52	]marco the mentroll has gained a 'Watering Can' #3111397.
[16:16:53	]marco the mentroll ran 'take' on item 'Watering Can' (#3111399)
[16:16:53	]marco the mentroll has gained a 'Watering Can' #3111399.
[16:16:57	]marco the mentroll ran 'combine' on item 'Suitcase' (#3111380)
