[00:31:57	]CWU CHARACTER is no longer afk. Total time spent AFK: 4530
[12:11:50	]Churrlung used command '/entscale 10'.
[12:11:51	]Churrlung used command '/entscale 10'.
[12:11:52	]Churrlung used command '/entscale 10'.
[12:11:53	]Churrlung used command '/entscale 10'.
[12:11:53	]Churrlung used command '/entscale 10'.
[12:11:54	]Churrlung used command '/entscale 10'.
[12:11:55	]Churrlung used command '/entscale 10'.
[12:12:12	]Churrlung has spawned 'models/props/de_tides/vending_turtle.mdl'.
[12:12:19	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:29	]Churrlung used command '/entscale 10'.
[12:12:56	]Churrlung used command '/entscale 0.5'.
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:12:59	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:03	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:03	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:03	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:03	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:03	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:22	]Churrlung has spawned 'models/props/de_tides/vending_turtle.mdl'.
[12:13:23	]Churrlung used command '/entscale 0.5'.
[12:13:26	]Churrlung used command '/entscale 10'.
[12:13:28	]Churrlung has spawned 'models/props/de_tides/vending_turtle.mdl'.
[12:13:30	]Churrlung used command '/entscale 10'.
[12:13:42	]Churrlung has used a context menu option with the name: collision_off
[12:13:48	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:48	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:48	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:48	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:49	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:49	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:49	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:49	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:49	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:50	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:50	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:50	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:50	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:51	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:51	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:51	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:51	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:51	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:52	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:53	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:53	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:53	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:53	]Churrlung has fired a toolgun with the name: nocollideworld
[12:13:54	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:00	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:01	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:02	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:04	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:04	]Churrlung has fired a toolgun with the name: nocollideworld
[12:14:04	]Churrlung has fired a toolgun with the name: nocollideworld
[12:16:42	]Mango (STEAM_0:0:544539350) has disconnected.
[19:29:47	]Imperator RAD-X has connected.
[19:31:18	]Imperator RAD-X loaded the character 'C24:i1.SOLAR-43'
[19:31:23	]C24:i1.SOLAR-43 is fully healed.
[19:32:05	]C24:i1.SOLAR-43 has used a context menu option with the name: remove
[19:32:15	]C24:i1.SOLAR-43 ran 'take' on item 'Combine Battery' (#2054915)
[19:32:15	]C24:i1.SOLAR-43 has gained a 'Combine Battery' #2054915.
[19:32:18	]C24:i1.SOLAR-43 ran 'drop' on item 'Combine Battery' (#2054915)
[19:32:18	]C24:i1.SOLAR-43 has lost a 'Combine Battery' #2054915.
[19:32:20	]C24:i1.SOLAR-43 ran 'SetFullCharge' on item 'Combine Battery' (#2054915)
[19:32:23	]C24:i1.SOLAR-43 ran 'SetFullCharge' on item 'Combine Battery' (#2054916)
[19:32:32	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:33:53	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:36:12	]C24:i1.SOLAR-43 has given himself a drink_wi_coffee.
[19:36:12	]C24:i1.SOLAR-43 has gained a 'Willard Industries Coffee' #2055167.
[19:36:16	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:36:50	]C24:i1.SOLAR-43 has given himself a luxury_pizzaslice.
[19:36:50	]C24:i1.SOLAR-43 has gained a 'Pizza Slice' #2055168.
[19:36:57	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:37:09	]C24:i1.SOLAR-43 ran 'Consume' on item 'Pizza Slice' (#2055168)
[19:37:09	]C24:i1.SOLAR-43 has gained a level 1 long boost in Strength.
[19:37:09	]C24:i1.SOLAR-43 has gained a level 1 long boost in Perception.
[19:37:11	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:38:03	]C24:i1.SOLAR-43 has spawned a expo_aamissile.
[19:38:07	]C24:i1.SOLAR-43 has used a context menu option with the name: rb655_dissolve
[19:38:09	]env_entity_dissolver destroyed a 'AA Missile' #2055169.
[19:38:18	]C24:i1.SOLAR-43 has spawned a expo_tankshell.
[19:38:23	]C24:i1.SOLAR-43 has used a context menu option with the name: rb655_dissolve
[19:38:25	]env_entity_dissolver destroyed a 'Tank Shell' #2055170.
[19:38:28	]C24:i1.SOLAR-43 has spawned a expo_tankshell.
[19:38:29	]C24:i1.SOLAR-43 ran 'take' on item 'Tank Shell' (#2055171)
[19:38:29	]C24:i1.SOLAR-43 has gained a 'Tank Shell' #2055171.
[19:38:31	]C24:i1.SOLAR-43 ran 'drop' on item 'Tank Shell' (#2055171)
[19:38:31	]C24:i1.SOLAR-43 has lost a 'Tank Shell' #2055171.
[19:38:33	]C24:i1.SOLAR-43 has used a context menu option with the name: rb655_dissolve
[19:38:35	]env_entity_dissolver destroyed a 'Tank Shell' #2055171.
[19:38:40	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:38:51	]C24:i1.SOLAR-43 used command '/CityFundEditor'.
[19:39:38	]C24:i1.SOLAR-43 has fired a toolgun with the name: duplicator
[19:39:53	]C24:i1.SOLAR-43 has spawned a 'Entity [5045][ix_batterycharger]'.
[19:40:10	]C24:i1.SOLAR-43 has spawned a 'Entity [4975][item_battery]'.
[19:40:14	]C24:i1.SOLAR-43 has used a context menu option with the name: remove
[19:40:33	]C24:i1.SOLAR-43 has spawned a combinebattery.
[19:40:34	]C24:i1.SOLAR-43 has spawned a combinebattery.
[19:40:38	]C24:i1.SOLAR-43 ran 'SetFullCharge' on item 'Combine Battery' (#2055172)
[19:40:40	]C24:i1.SOLAR-43 ran 'SetFullCharge' on item 'Combine Battery' (#2055173)
[19:40:48	]C24:i1.SOLAR-43 has fired a toolgun with the name: duplicator
[19:41:00	]C24:i1.SOLAR-43 has gained level 35 in the Speed skill.
[19:41:01	]C24:i1.SOLAR-43 has fired a toolgun with the name: duplicator
[19:41:43	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:43	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:43	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:43	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:44	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:45	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:46	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:47	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:47	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:47	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:47	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:47	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:48	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:48	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:48	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:48	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:48	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:49	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:50	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:50	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:50	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:50	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:51	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:52	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:53	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:54	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:41:55	]C24:i1.SOLAR-43 has spawned a datadisc.
[19:42:20	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:21	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:22	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:22	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:22	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:23	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:24	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:24	]C24:i1.SOLAR-43 has spawned a clawhammer.
[19:42:27	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:27	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:27	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:27	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:27	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:28	]C24:i1.SOLAR-43 has spawned a hatchet.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:37	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:38	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:39	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:39	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:39	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:39	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:39	]C24:i1.SOLAR-43 has spawned a wrench.
[19:42:45	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:46	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:47	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:42:48	]C24:i1.SOLAR-43 has spawned a magazine_mp_30rnd.
[19:43:09	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:09	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:09	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:09	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:12	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:12	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:12	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:12	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:13	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:14	]C24:i1.SOLAR-43 has spawned a comp_reshaped_metal.
[19:43:18	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:18	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:18	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:18	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:19	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:20	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:21	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:21	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:21	]C24:i1.SOLAR-43 has spawned a comp_metal.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:27	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:28	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:29	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:30	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:30	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:30	]C24:i1.SOLAR-43 has spawned a comp_improved_nails_screws.
[19:43:31	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:31	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:31	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:31	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:31	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:32	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
[19:43:32	]C24:i1.SOLAR-43 has spawned a comp_nails_screws.
