[00:20:57	]Rabithunter has connected.
[01:11:39	]Kranky has spawned 'models/props_canal/canal_bridge04.mdl'.
[01:11:43	]Kranky has spawned 'models/props_canal/rock_riverbed01a.mdl'.
[01:11:48	]Kranky has spawned 'models/props_canal/rock_riverbed01b.mdl'.
[01:11:50	]Kranky has spawned 'models/props_canal/rock_riverbed01c.mdl'.
[01:11:55	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[01:12:01	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[01:12:03	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[01:12:04	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:12:07	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:12:08	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw_inverse.mdl'.
[01:12:10	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[01:12:22	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[01:12:31	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:12:41	]Kranky exited observer at their location.
[01:12:42	]Kranky entered observer.
[01:12:43	]Kranky has spawned 'models/props_d47_canals/floor_concrete_512x512.mdl'.
[01:12:50	]Kranky exited observer at their location.
[01:12:53	]Kranky entered observer.
[01:12:58	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[01:13:00	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[01:13:01	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[01:13:02	]Kranky has spawned 'models/props_d47_canals/canal_double_256.mdl'.
[01:13:04	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[01:13:11	]Kranky has spawned 'models/props_d47_canals/canal_double_512.mdl'.
[01:13:21	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[01:13:27	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:13:31	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[01:13:55	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[01:13:59	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[01:14:04	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[01:14:10	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth.mdl'.
[01:14:23	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[01:14:46	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:14:53	]Kranky exited observer at their location.
[01:15:01	]Kranky has fired a toolgun with the name: stacker_improved
[01:15:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:15:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:15:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:15:01	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:15:03	]Kranky entered observer.
[01:15:04	]Kranky exited observer at their location.
[01:15:05	]Kranky entered observer.
[01:15:12	]Kranky has fired a toolgun with the name: remover
[01:15:50	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[01:16:00	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[01:16:10	]Kranky has spawned 'models/props_d47_canals/canal_interior.mdl'.
[01:16:12	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:16:23	]Kranky exited observer at their location.
[01:16:24	]Kranky entered observer.
[01:16:28	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:16:31	]Kranky has spawned 'models/props_d47_canals/canal_interior.mdl'.
[01:16:33	]Kranky has spawned 'models/props_d47_canals/canal_interior.mdl'.
[01:16:33	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:16:39	]Kranky exited observer at their location.
[01:16:39	]Kranky entered observer.
[01:16:40	]Kranky exited observer at their location.
[01:17:29	]Kranky entered observer.
[01:17:31	]Kranky exited observer at their location.
[01:17:32	]Kranky entered observer.
[01:17:33	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[01:17:35	]Kranky has used a context menu option with the name: collision_off
[01:17:44	]Kranky has fired a toolgun with the name: nocollideworld
[01:17:44	]Kranky has fired a toolgun with the name: nocollideworld
[01:17:45	]Kranky has fired a toolgun with the name: nocollideworld
[01:18:03	]Kranky has spawned 'models/props_debris/concrete_cornerpile01a.mdl'.
[01:18:06	]Kranky has spawned 'models/props_debris/concrete_cornerpile01a.mdl'.
[01:18:16	]Kranky has fired a toolgun with the name: nocollideworld
[01:18:32	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[01:18:36	]Kranky has fired a toolgun with the name: nocollideworld
[01:18:58	]Kranky exited observer at their location.
[01:18:59	]Kranky entered observer.
[01:19:03	]Kranky exited observer at their location.
[01:19:04	]Kranky has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[01:19:06	]Kranky has spawned 'models/props_debris/floor_rubble1.mdl'.
[01:19:18	]Kranky has spawned 'models/props_combine/combine_interface001.mdl'.
[01:19:22	]Kranky entered observer.
[01:19:23	]Kranky exited observer at their location.
[01:19:24	]Kranky has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[01:19:35	]Kranky has fired a toolgun with the name: nocollideworld
[01:19:45	]Kranky has used a context menu option with the name: skin
[01:19:48	]Kranky entered observer.
[01:20:11	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[01:20:16	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:20:31	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[01:20:36	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[01:20:38	]Kranky has spawned 'models/props_d47_canals/canal_tunnel3.mdl'.
[01:20:39	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:20:42	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[01:20:46	]Kranky has spawned 'models/props_d47_canals/canal_jigsaw.mdl'.
[01:20:49	]Kranky has spawned 'models/props_d47_canals/canal_end.mdl'.
[01:21:46	]Kranky has fired a toolgun with the name: stacker_improved
[01:21:46	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:21:47	]Kranky has fired a toolgun with the name: stacker_improved
[01:21:47	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:21:48	]Kranky has fired a toolgun with the name: stacker_improved
[01:21:48	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:21:48	]Kranky has fired a toolgun with the name: stacker_improved
[01:21:48	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:21:49	]Kranky has fired a toolgun with the name: stacker_improved
[01:21:49	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:23:43	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:23:44	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:23:53	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:23:58	]Kranky has fired a toolgun with the name: stacker_improved
[01:23:58	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:24:06	]Kranky has fired a toolgun with the name: stacker_improved
[01:24:06	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:24:08	]Kranky exited observer at their location.
[01:24:09	]Kranky entered observer.
[01:24:15	]Kranky has fired a toolgun with the name: stacker_improved
[01:24:15	]Kranky has spawned 'models/props_debris/walldestroyed09a.mdl'.
[01:24:17	]Kranky exited observer at their location.
[01:24:18	]Kranky entered observer.
[01:24:19	]Kranky exited observer at their location.
[01:24:21	]Kranky entered observer.
[01:24:38	]Kranky has spawned 'models/military/platformbig.mdl'.
[01:24:44	]Kranky has spawned 'models/military/platform1.mdl'.
[01:24:59	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[01:25:04	]Kranky has fired a toolgun with the name: stacker_improved
[01:25:04	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[01:25:06	]Kranky has fired a toolgun with the name: stacker_improved
[01:25:06	]Kranky has spawned 'models/props_d47_canals/canal_walkway_secondfloor.mdl'.
[01:25:09	]Kranky has fired a toolgun with the name: nocollideworld
[01:25:18	]Kranky exited observer at their location.
[01:26:25	]Kranky has spawned a 'Entity [5325][ladder_small2]'.
[01:26:28	]Kranky entered observer.
[01:26:29	]Kranky exited observer at their location.
[01:26:31	]Kranky entered observer.
[01:26:33	]Kranky has spawned a 'Entity [5246][ladder_small]'.
[01:26:43	]Kranky has spawned a 'Entity [5351][ladder_small3]'.
[01:26:47	]Kranky has spawned a 'Entity [5319][ladder_small4]'.
[01:26:49	]Kranky has spawned a 'Entity [5270][ladder_small]'.
[01:27:02	]Kranky exited observer at their location.
[01:27:10	]Kranky entered observer.
[01:27:21	]Kranky has fired a toolgun with the name: physprop
[01:27:21	]Kranky has fired a toolgun with the name: remover
[01:27:29	]Kranky has fired a toolgun with the name: stacker_improved
[01:27:29	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:27:36	]Kranky has fired a toolgun with the name: stacker_improved
[01:27:36	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:28:24	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_a3_pitwall_lod1.mdl'.
[01:28:58	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_horiz001.mdl'.
[01:29:01	]Kranky exited observer at their location.
[01:29:19	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:29:20	]Kranky has taken 5 damage from prop_physics.
[01:29:28	]Kranky entered observer.
[01:29:32	]Kranky has fired a toolgun with the name: nocollideworld
[01:29:45	]Kranky has fired a toolgun with the name: stacker_improved
[01:29:45	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:29:48	]Kranky has fired a toolgun with the name: stacker_improved
[01:29:48	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:29:51	]Kranky has fired a toolgun with the name: stacker_improved
[01:29:51	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:29:53	]Kranky has fired a toolgun with the name: stacker_improved
[01:29:53	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:29:57	]Kranky has fired a toolgun with the name: stacker_improved
[01:29:57	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:04	]Kranky has fired a toolgun with the name: stacker_improved
[01:30:04	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:06	]Kranky exited observer at their location.
[01:30:10	]Kranky has fired a toolgun with the name: nocollideworld
[01:30:20	]Kranky has fired a toolgun with the name: stacker_improved
[01:30:20	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:21	]Kranky has fired a toolgun with the name: stacker_improved
[01:30:21	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:24	]Kranky has fired a toolgun with the name: advdupe2
[01:30:24	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[01:30:24	]Kranky has spawned 'models/props_wasteland/coolingtank02.mdl'.
[01:30:24	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_flat_blob01.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:24	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_trashbag.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:24	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_wide.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/interior_wall_512.mdl'.
[01:30:24	]Kranky has spawned 'models/props_d47_canals/canal_tunnel1.mdl'.
[01:30:24	]Kranky has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[01:30:25	]Kranky has spawned 'models/props_debris/broken_pile001a.mdl'.
[01:30:25	]Kranky has spawned 'models/props_debris/floor_rubble1.mdl'.
[01:30:25	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_hoover.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/canal_doublesawtooth_inverse.mdl'.
[01:30:25	]Kranky has spawned 'models/props/de_nuke/pipeset.mdl'.
[01:30:25	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_warningsign.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:25	]Kranky has fired a toolgun with the name: nocollideworld
[01:30:25	]Kranky has spawned 'models/props_d47_canals/canal_tunnel2.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/canal_pipe.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_headcrab_cluster003.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_base001.mdl'.
[01:30:25	]Kranky has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor006.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/floor_mud_768x512.mdl'.
[01:30:25	]Kranky has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:25	]Kranky has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/canal_ladder.mdl'.
[01:30:25	]Kranky has spawned 'models/props_d47_canals/canal_interior_upper.mdl'.
[01:30:26	]Kranky has spawned 'models/jq/hlvr/props/xen/xen_foam_anchor01.mdl'.
