[20:45:39	]Taliazure has connected.
[21:29:22	]C24:i1.JUDGE-2 ran 'take' on item '30rnd Mac-magazine' (#1649941)
[21:29:22	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:29:38	]C24:i1.JUDGE-2 is fully healed.
[21:29:38	]C24:i1.JUDGE-2 has spawned a 'NPC [398][npc_metropolice]'.
[21:29:44	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:29:45	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:29:46	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:29:59	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:30:16	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:30:18	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:30:20	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:30:21	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:30:24	]C24:i1.JUDGE-2 has spawned a 'NPC [398][npc_metropolice]'.
[21:30:26	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:30:27	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:30:29	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 4 damage (CritChance was 1.01).
[21:30:32	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:30:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the left leg dealing 8 damage (CritChance was 1.01).
[21:30:40	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the left leg dealing 8 damage (CritChance was 1.01).
[21:30:41	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right leg dealing 8 damage (CritChance was 1.01).
[21:30:43	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:30:44	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:30:46	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
[21:30:46	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649941.
[21:30:49	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:30:53	]C24:i1.JUDGE-2 has used a context menu option with the name: rb655_dissolve
[21:31:01	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:31:01	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:31:05	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:31:07	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:31:15	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:31:18	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:31:20	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:31:23	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:31:24	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the left arm dealing 7 damage (CritChance was 0.91).
[21:31:24	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 0.99).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 0 damage (CritChance was 1.01).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right arm dealing 7 damage (CritChance was 0.91).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the left arm dealing 7 damage (CritChance was 0.91).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right arm dealing 7 damage (CritChance was 0.91).
[21:31:25	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:31:29	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
[21:31:29	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649941.
[21:31:31	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:31:31	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:31:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:31:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the left arm dealing 7 damage (CritChance was 0.95).
[21:31:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:31:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 0 damage (CritChance was 1.01).
[21:31:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:31:38	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:31:39	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:31:39	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:31:42	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:31:46	]C24:i1.JUDGE-2 used command '/PrintStaffList'.
[21:31:48	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:32:15	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
[21:32:15	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649941.
[21:32:16	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:32:23	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:32:24	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:32:25	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:32:28	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:32:28	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:32:28	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:32:29	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:32:31	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:32:48	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:33:10	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
[21:33:10	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649941.
[21:33:11	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:33:42	]C24:i1.JUDGE-2 has spawned a go_mp9_barrel_long.
[21:33:43	]C24:i1.JUDGE-2 ran 'take' on item '350mm Carbine Barrel' (#1649943)
[21:33:43	]C24:i1.JUDGE-2 has gained a '350mm Carbine Barrel' #1649943.
[21:33:51	]C24:i1.JUDGE-2 has spawned a go_mac10_barrel_med.
[21:33:52	]C24:i1.JUDGE-2 ran 'take' on item '200mm Patrol Barrel' (#1649944)
[21:33:52	]C24:i1.JUDGE-2 has gained a '200mm Patrol Barrel' #1649944.
[21:34:11	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:11	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:11	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:11	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:11	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:12	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:12	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:12	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:12	]C24:i1.JUDGE-2 has spawned a bullets_smg1.
[21:34:14	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649952)
[21:34:14	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649952.
[21:34:14	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649947)
[21:34:14	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649947.
[21:34:15	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649949)
[21:34:15	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649949.
[21:34:16	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649950)
[21:34:16	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649950.
[21:34:16	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649945)
[21:34:16	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649945.
[21:34:17	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649948)
[21:34:17	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649948.
[21:34:18	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649946)
[21:34:18	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649946.
[21:34:18	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649951)
[21:34:18	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649951.
[21:34:19	]C24:i1.JUDGE-2 ran 'take' on item 'Sub-machinegun Bullets' (#1649953)
[21:34:19	]C24:i1.JUDGE-2 has gained a 'Sub-machinegun Bullets' #1649953.
[21:34:22	]C24:i1.JUDGE-2 ran 'combine' on item 'Sub-machinegun Bullets' (#1649950)
[21:34:25	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:34:25	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:34:25	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:34:26	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:34:53	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_zombie]'.
[21:35:02	]C24:i1.JUDGE-2 has spawned a 'NPC [407][npc_zombie]'.
[21:35:08	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:35:10	]C24:i1.JUDGE-2 has lost a '200mm Patrol Barrel' #1649944.
[21:35:29	]C24:i1.JUDGE-2 has spawned a go_mac10_barrel_long.
[21:35:30	]C24:i1.JUDGE-2 ran 'take' on item '350mm Carbine Barrel' (#1649954)
[21:35:30	]C24:i1.JUDGE-2 has gained a '350mm Carbine Barrel' #1649954.
[21:35:32	]C24:i1.JUDGE-2 has gained a '200mm Patrol Barrel' #1649944.
[21:35:32	]C24:i1.JUDGE-2 has lost a '350mm Carbine Barrel' #1649954.
[21:35:33	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:35:40	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right arm dealing 7 damage (CritChance was 0.96).
[21:35:42	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:35:44	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:35:44	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:35:55	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the stomach dealing 8 damage (CritChance was 1.01).
[21:35:55	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:36:02	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_combine_s]'.
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the head dealing 9 damage (CritChance was 1.01).
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the left arm dealing 0 damage (CritChance was 0.94).
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the left arm dealing 7 damage (CritChance was 0.94).
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the right arm dealing 7 damage (CritChance was 0.94).
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the right arm dealing 7 damage (CritChance was 0.94).
[21:36:03	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the right arm dealing 7 damage (CritChance was 0.94).
[21:36:04	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the right leg dealing 8 damage (CritChance was 1.01).
[21:36:04	]C24:i1.JUDGE-2 has critically hit npc_combine_s dealing 8 damage (CritChance was 1.01).
[21:36:04	]C24:i1.JUDGE-2 has critically hit npc_combine_s in the head dealing 9 damage (CritChance was 1.01).
[21:36:23	]C24:i1.JUDGE-2 has gained a '350mm Carbine Barrel' #1649954.
[21:36:23	]C24:i1.JUDGE-2 has lost a '200mm Patrol Barrel' #1649944.
[21:36:25	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:36:26	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649942.
[21:36:26	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649941.
[21:36:27	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:36:29	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:36:31	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:36:31	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:36:32	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right arm dealing 0 damage (CritChance was 0.95).
[21:36:32	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the right arm dealing 7 damage (CritChance was 0.95).
[21:36:32	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the stomach dealing 8 damage (CritChance was 1.01).
[21:36:33	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:36:37	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:36:39	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:36:40	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the head dealing 9 damage (CritChance was 1.01).
[21:36:41	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
[21:36:44	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649942)
[21:36:45	]C24:i1.JUDGE-2 has gained a '30rnd Mac-magazine' #1649941.
[21:36:45	]C24:i1.JUDGE-2 has lost a '30rnd Mac-magazine' #1649942.
[21:36:47	]C24:i1.JUDGE-2 ran 'combine' on item '30rnd Mac-magazine' (#1649941)
[21:36:48	]C24:i1.JUDGE-2 used command '/ToggleRaise'.
[21:36:50	]C24:i1.JUDGE-2 has gained a '200mm Patrol Barrel' #1649944.
[21:36:53	]C24:i1.JUDGE-2 ran 'drop' on item '200mm Patrol Barrel' (#1649944)
[21:36:53	]C24:i1.JUDGE-2 has lost a '200mm Patrol Barrel' #1649944.
[21:36:53	]C24:i1.JUDGE-2 ran 'drop' on item '350mm Carbine Barrel' (#1649943)
[21:36:53	]C24:i1.JUDGE-2 has lost a '350mm Carbine Barrel' #1649943.
[21:36:54	]C24:i1.JUDGE-2 ran 'drop' on item '350mm Carbine Barrel' (#1649954)
[21:36:54	]C24:i1.JUDGE-2 has lost a '350mm Carbine Barrel' #1649954.
[21:36:55	]C24:i1.JUDGE-2 destroyed a '350mm Carbine Barrel' #1649943.
[21:36:55	]C24:i1.JUDGE-2 destroyed a '200mm Patrol Barrel' #1649944.
[21:36:56	]C24:i1.JUDGE-2 destroyed a '350mm Carbine Barrel' #1649954.
[21:37:20	]C24:i1.JUDGE-2 has spawned a go_muzz_booster.
[21:37:21	]C24:i1.JUDGE-2 ran 'take' on item 'Muzzle Booster' (#1649955)
[21:37:21	]C24:i1.JUDGE-2 has gained a 'Muzzle Booster' #1649955.
[21:37:23	]C24:i1.JUDGE-2 has lost a 'Muzzle Booster' #1649955.
[21:37:27	]C24:i1.JUDGE-2 has spawned a 'NPC [401][npc_metropolice]'.
[21:37:28	]C24:i1.JUDGE-2 has critically hit npc_metropolice in the chest dealing 8 damage (CritChance was 1.01).
