[17:21:55	]Marco has connected.
[17:38:48	]Marco Polo used command '/ToggleRaise'.
[17:39:03	]Marco Polo has given himself a incendiary_grenade.
[17:39:03	]Marco Polo has gained a 'Incendiary Grenade' #3307358.
[17:39:09	]Marco Polo ran 'drop' on item 'Incendiary Grenade' (#3307358)
[17:39:09	]Marco Polo has lost a 'Incendiary Grenade' #3307358.
[17:39:10	]Marco Polo used command '/ToggleRaise'.
[17:39:16	]Marco Polo destroyed a 'Incendiary Grenade' #3307358.
[17:39:17	]Marco Polo used command '/ToggleRaise'.
[17:40:11	]Marco Polo has spawned a rpg.
[17:40:17	]Marco Polo has used a context menu option with the name: remove
[17:45:35	]Marco Polo has gone afk.
[17:45:40	]Marco Polo is no longer afk. Total time spent AFK: 300
[17:50:40	]Marco Polo has gone afk.
[17:51:55	]Marco Polo is no longer afk. Total time spent AFK: 370
[17:52:10	]Marco Polo used command '/ToggleRaise'.
[17:52:21	]Marco Polo destroyed a 'Artificial Whiskey' #3307013.
[17:52:24	]Marco Polo used command '/ToggleRaise'.
[17:52:37	]Marco Polo ran 'Repair' on item 'Urban Autocrat - Armored' (#3307126)
[17:52:54	]Marco Polo used command '/ToggleRaise'.
[17:53:02	]Marco Polo used command '/ToggleRaise'.
[17:53:16	]Marco Polo used command '/ToggleRaise'.
[17:53:29	]Marco Polo used command '/ToggleRaise'.
[17:53:45	]Marco Polo used command '/ToggleRaise'.
[17:54:00	]Marco Polo used command '/ToggleRaise'.
[17:54:17	]Marco has unloaded their "Marco Polo" character.
[17:54:21	]Marco loaded the character 'C8:i3.UNION-49'
[17:54:21	]C8:i3.UNION-49 their 'civil protection stash' stash no longer exists, location reset.
[17:54:26	]C8:i3.UNION-49 is fully healed.
[17:55:49	]C8:i3.UNION-49 used command '/CharGiveFlag ^ PET'.
[17:55:53	]C8:i3.UNION-49 used command '/CharGiveFlag ^ pet'.
[17:55:57	]C8:i3.UNION-49 has spawned 'models/props_interiors/VendingMachineSoda01a.mdl'.
[17:56:00	]C8:i3.UNION-49 created a stash (models/props_interiors/vendingmachinesoda01a.mdl).
[17:56:00	]C8:i3.UNION-49 has used a context menu option with the name: ixcreatestash
[17:56:02	]C8:i3.UNION-49 opened the 'Personal Stash 474' stash.
[17:56:28	]C8:i3.UNION-49 closed the 'Personal Stash 474' stash.
[17:58:57	]C8:i3.UNION-49 opened the 'Personal Stash 474' stash.
[17:59:02	]C8:i3.UNION-49 closed the 'Personal Stash 474' stash.
[18:00:24	]C8:i3.UNION-49 opened the 'Personal Stash 474' stash.
[18:00:59	]C8:i3.UNION-49 closed the 'Personal Stash 474' stash.
[18:01:35	]C8:i3.UNION-49 has spawned a civil_protection_ration.
[18:01:36	]C8:i3.UNION-49 ran 'Open' on item 'Civil Protection Ration' (#3307360)
[18:01:36	]C8:i3.UNION-49 has gained a 'Metropolice Supplements' #3307361.
[18:01:36	]C8:i3.UNION-49 has gained a 'Soda Bob Brawn' #3307362.
[18:01:36	]C8:i3.UNION-49 has gained a '20 Credits Coupon' #3307363.
[18:01:37	]C8:i3.UNION-49 ran 'Consume' on item 'Soda Bob Brawn' (#3307362)
[18:01:37	]C8:i3.UNION-49 extended their level 1 long boost in Perception.
[18:01:37	]C8:i3.UNION-49 extended their level 2 long boost in Agility.
[18:01:38	]C8:i3.UNION-49 ran 'Consume' on item 'Metropolice Supplements' (#3307361)
[18:01:38	]C8:i3.UNION-49 extended their level 3 long boost in Strength.
[18:01:38	]C8:i3.UNION-49 ran 'drop' on item '20 Credits Coupon' (#3307363)
[18:01:38	]C8:i3.UNION-49 has lost a '20 Credits Coupon' #3307363.
[18:01:39	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:01:40	]C8:i3.UNION-49 destroyed a '20 Credits Coupon' #3307363.
[18:01:40	]C8:i3.UNION-49 used command '/ToggleRaise'.
[18:07:19	]C8:i3.UNION-49 has fired a toolgun with the name: duplicator
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x7.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x4.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate8x8.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x1.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x3.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_combine/breenbust.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/props_phx/construct/wood/wood_panel1x2.mdl'.
[18:07:19	]C8:i3.UNION-49 has spawned 'models/hunter/plates/plate2x2.mdl'.
[18:07:31	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:32	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:33	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:33	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:34	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:34	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:35	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:37	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:38	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:40	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:41	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:44	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:44	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:49	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:51	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:52	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:52	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:53	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:55	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:56	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:58	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:58	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:58	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:07:59	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:00	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:04	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:05	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:28	]C8:i3.UNION-49 exited observer.
[18:08:28	]C8:i3.UNION-49 entered observer.
[18:08:29	]C8:i3.UNION-49 exited observer.
[18:08:34	]C8:i3.UNION-49 entered observer.
[18:08:37	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:37	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:38	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:39	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:40	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:42	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:43	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:43	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:44	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:45	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:08:49	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:08:49	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:08:49	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:08:49	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:08:53	]C8:i3.UNION-49 has fired a toolgun with the name: dynamite
[18:09:04	]C8:i3.UNION-49 has fired a toolgun with the name: remover
[18:10:00	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_rebel]'.
[18:10:00	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:10:00	]C8:i3.UNION-49 has spawned a 'NPC [486][npc_vj_hlr2_rebel]'.
[18:10:01	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:10:02	]C8:i3.UNION-49 has spawned a 'NPC [493][npc_vj_hlr2_rebel]'.
[18:10:06	]C8:i3.UNION-49 has fired a toolgun with the name: creator
[18:10:06	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_rebel]'.
[18:10:08	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_rebel_engineer]'.
[18:10:11	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_refugee]'.
[18:10:12	]C8:i3.UNION-49 has spawned a 'NPC [476][npc_vj_hlr2_refugee]'.
[18:10:20	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_rebel]'.
[18:10:44	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_vj_hlr2_com_sniper]'.
[18:10:51	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_citizen]'.
[18:10:52	]C8:i3.UNION-49 has spawned a 'NPC [490][npc_citizen]'.
[18:10:53	]C8:i3.UNION-49 has spawned a 'NPC [495][npc_citizen]'.
[18:10:55	]C8:i3.UNION-49 has spawned a 'NPC [499][npc_citizen]'.
[18:11:00	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_citizen]'.
[18:11:00	]C8:i3.UNION-49 has spawned a 'NPC [489][npc_citizen]'.
[18:11:03	]C8:i3.UNION-49 has spawned a 'NPC [472][npc_citizen]'.
