[00:08:53	]Jody Mayflower is no longer afk. Total time spent AFK: 1390
[01:57:23	][IC] Hiros: Uh.
[01:57:30	][IC] C17:CpT.YELLO-95: <:: Its fucked up lol. ::>
[01:57:44	]Console ran SAM command 'adduser' with arguments: 'yello' 'premium3'
[01:57:46	][IC] Hiros: Try.
[01:57:51	]Hiros ran SAM command 'menu' with arguments: ''
[01:57:56	]Hiros ran SAM command 'menu' with arguments: ''
[01:57:58	][IC] C17:CpT.YELLO-95: <:: Nothing yet. ::>
[01:58:19	]Console ran SAM command 'adduser' with arguments: 'yello' 'admin'
[01:58:27	]Hiros ran SAM command 'menu' with arguments: ''
[01:58:53	]Hiros ran SAM command 'setrank' with arguments: '#1' 'premium3' '60'
[01:59:07	]Hiros ran SAM command 'setrank' with arguments: '#1' 'admin' '120'
[01:59:12	][IC] Hiros: Try to reconnect.
[01:59:14	]Hiros ran SAM command 'menu' with arguments: ''
[01:59:19	][IC] C17:CpT.YELLO-95: <:: Kk. ::>
[01:59:20	]Tony The Tiger (STEAM_0:0:49210697) has disconnected.
[01:59:45	]Hiros ran SAM command 'setrankid' with arguments: 'STEAM_0:0:49210697' 'mentor'
[01:59:50	]Hiros ran SAM command 'menu' with arguments: ''
[01:59:56	]Hiros ran SAM command 'setrankid' with arguments: 'STEAM_0:0:49210697' 'admin'
[01:59:59	]Hiros ran SAM command 'menu' with arguments: ''
[02:00:13	]Hiros ran SAM command 'menu' with arguments: ''
[02:00:38	]Hiros ran SAM command 'setrankid' with arguments: 'STEAM_0:0:49210697' 'admin' '120'
[02:00:51	]Tony The Tiger has connected.
[02:01:00	]Hiros ran SAM command 'menu' with arguments: ''
[02:01:06	]Hiros ran SAM command 'setrankid' with arguments: 'STEAM_0:0:49210697' 'mentor'
[02:01:36	]Tony The Tiger loaded the character 'C17:CpT.YELLO-95'
[02:01:40	]Hiros used command '/PrintStaffList'.
[02:01:42	]Hiros ran SAM command 'menu' with arguments: ''
[02:01:45	]Hiros ran SAM command 'setrankid' with arguments: 'STEAM_0:0:49210697' 'mentor'
[02:01:50	]Hiros used command '/PrintStaffList'.
[02:01:52	]C17:CpT.YELLO-95 has spawned 'models/props_junk/cardboard_box001b.mdl'.
[02:01:54	][IC] Hiros: Ah.
[02:01:57	][IC] Hiros: There we go.
[02:01:58	][IC] C17:CpT.YELLO-95: <:: Nothing. ::>
[02:02:03	][IC] C17:CpT.YELLO-95: <:: I have pet already. ::>
[02:02:06	][IC] Hiros: Fuck sake.
[02:02:11	][IC] Hiros: What do you need to test?
[02:02:11	][IC] C17:CpT.YELLO-95: <:: Lol its k. ::>
[02:02:21	][IC] C17:CpT.YELLO-95: <:: I tested it out in the SS server just was thinking SMG ideas. ::>
[02:02:28	][IC] C17:CpT.YELLO-95: <:: Would be nice if union got better weapons. ::>
[02:02:42	][IC] Hiros: Hm.
[02:02:43	][IC] Hiros: Sec.
[02:02:53	]Hiros has spawned a 'Entity [209][ix_vendor]'.
[02:02:55	]Hiros has used a context menu option with the name: vendor_edit
[02:04:36	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:05:51	]Hiros used the 'Munition Lady' vendor.
[02:05:58	][IC] Hiros: There.
[02:06:02	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:06:02	][IC] Hiros: All weapons and magazines.
[02:06:04	][IC] Hiros: + ammo.
[02:06:08	][IC] C17:CpT.YELLO-95: <:: Crazy. ::>
[02:06:11	][IC] C17:CpT.YELLO-95: <:: Thanks. ::>
[02:06:15	][IC] Hiros: Yup.
[02:06:17	]C17:CpT.YELLO-95 ran 'drop' on item '25rnd Ump-magazine' (#1651555)
[02:06:17	]C17:CpT.YELLO-95 has lost a '25rnd Ump-magazine' #1651555.
[02:06:17	][IC] Hiros: Gonna sleep.
[02:06:18	]C17:CpT.YELLO-95 ran 'drop' on item '25rnd Ump-magazine' (#1651543)
[02:06:18	]C17:CpT.YELLO-95 has lost a '25rnd Ump-magazine' #1651543.
[02:06:19	]C17:CpT.YELLO-95 ran 'drop' on item '25rnd Ump-magazine' (#1651535)
[02:06:19	]C17:CpT.YELLO-95 has lost a '25rnd Ump-magazine' #1651535.
[02:06:19	]C17:CpT.YELLO-95 ran 'drop' on item '25rnd Ump-magazine' (#1651534)
[02:06:19	]C17:CpT.YELLO-95 has lost a '25rnd Ump-magazine' #1651534.
[02:06:23	][IC] Hiros: You can sell mags bacc.
[02:06:24	][IC] C17:CpT.YELLO-95: <:: Night. ::>
[02:06:28	]C17:CpT.YELLO-95 ran 'take' on item '25rnd Ump-magazine' (#1651534)
[02:06:28	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1651534.
[02:06:29	]Hiros has used a context menu option with the name: vendor_edit
[02:06:29	]C17:CpT.YELLO-95 ran 'take' on item '25rnd Ump-magazine' (#1651535)
[02:06:29	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1651535.
[02:06:30	]C17:CpT.YELLO-95 ran 'take' on item '25rnd Ump-magazine' (#1651543)
[02:06:30	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1651543.
[02:06:31	]C17:CpT.YELLO-95 ran 'take' on item '25rnd Ump-magazine' (#1651555)
[02:06:31	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1651555.
[02:06:32	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:06:39	]Hiros used the 'Munition Lady' vendor.
[02:06:40	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:40	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:40	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:41	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:41	]Hiros has gained 0 chips.
[02:06:41	]Hiros has gained a '357 Rounds' #1659092.
[02:06:41	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:41	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:42	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:42	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:43	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:43	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:44	]Hiros used the 'Munition Lady' vendor.
[02:06:45	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:46	]Hiros has gained 0 chips.
[02:06:46	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:46	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:47	]Hiros used the 'Munition Lady' vendor.
[02:06:47	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:47	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:48	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:48	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:49	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:49	]Hiros has gained 0 chips.
[02:06:49	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:49	]Hiros has gained 0 chips.
[02:06:49	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:50	]Hiros has gained 0 chips.
[02:06:50	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:50	]Hiros has gained 0 chips.
[02:06:50	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:51	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:51	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:51	]Hiros used the 'Munition Lady' vendor.
[02:06:52	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:52	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:53	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:53	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:54	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:54	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:54	]C17:CpT.YELLO-95 has gained 0 chips.
[02:06:55	]Hiros ran 'drop' on item '357 Rounds' (#1659092)
[02:06:55	]Hiros has lost a '357 Rounds' #1659092.
[02:06:57	]Hiros has used a context menu option with the name: remove
[02:06:59	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651568)
[02:06:59	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651568.
[02:07:00	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651571)
[02:07:00	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651571.
[02:07:00	]Hiros ran 'drop' on item 'Hairdresser tools' (#377054)
[02:07:00	]Hiros has lost a 'Hairdresser tools' #377054.
[02:07:01	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651570)
[02:07:01	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651570.
[02:07:01	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651575)
[02:07:01	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651575.
[02:07:02	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651572)
[02:07:02	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651572.
[02:07:03	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651574)
[02:07:03	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651574.
[02:07:03	]Hiros has fired a toolgun with the name: remover
[02:07:03	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651569)
[02:07:03	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651569.
[02:07:04	]Hiros has fired a toolgun with the name: remover
[02:07:04	]Hiros has fired a toolgun with the name: remover
[02:07:04	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651573)
[02:07:04	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651573.
[02:07:04	]Hiros has fired a toolgun with the name: remover
[02:07:04	]Hiros has fired a toolgun with the name: remover
[02:07:04	]Hiros has fired a toolgun with the name: remover
[02:07:05	]Hiros has fired a toolgun with the name: remover
[02:07:05	]C17:CpT.YELLO-95 ran 'drop' on item 'Sub-machinegun Bullets' (#1651576)
[02:07:05	]C17:CpT.YELLO-95 has lost a 'Sub-machinegun Bullets' #1651576.
[02:07:05	]Hiros has fired a toolgun with the name: remover
[02:07:05	]Hiros has fired a toolgun with the name: remover
[02:07:05	]Hiros has fired a toolgun with the name: remover
[02:07:06	]Hiros has fired a toolgun with the name: remover
[02:07:06	]Hiros has fired a toolgun with the name: remover
[02:07:06	]Hiros has fired a toolgun with the name: remover
[02:07:07	]Hiros has fired a toolgun with the name: remover
[02:07:09	]Hiros has used a context menu option with the name: vendor_edit
[02:07:09	][IC] C17:CpT.YELLO-95: <:: See ya. ::>
[02:07:10	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:07:20	][IC] Hiros: Added frag grenade.
[02:07:23	][IC] Hiros: For easy script removal.
[02:07:23	]C17:CpT.YELLO-95 has gained 0 chips.
[02:07:23	]C17:CpT.YELLO-95 has gained a 'Model 327-R8' #1659093.
[02:07:27	][IC] C17:CpT.YELLO-95: <:: Love you. ::>
[02:07:29	]Hiros | Error 410 (STEAM_0:1:54068821) has disconnected.
[02:07:37	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:07:39	]C17:CpT.YELLO-95 has gained 0 chips.
[02:07:49	]C17:CpT.YELLO-95 has gained 0 chips.
[02:07:49	]C17:CpT.YELLO-95 has gained a 'AUG A3' #1659094.
[02:07:59	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:08:01	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:14	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:14	]C17:CpT.YELLO-95 has gained a '30rnd Bastard Gun magazine' #1659095.
[02:08:17	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:08:18	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:36	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:36	]C17:CpT.YELLO-95 has gained a 'P90' #1659096.
[02:08:38	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:38	]C17:CpT.YELLO-95 has gained a 'Bastard Submachine Gun' #1659097.
[02:08:40	]C17:CpT.YELLO-95 has gained 0 chips.
[02:08:40	]C17:CpT.YELLO-95 has gained a 'MP7A1' #1659098.
[02:08:46	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:08:49	]C17:CpT.YELLO-95 has gained 0 chips.
[02:09:02	]C17:CpT.YELLO-95 has gained 0 chips.
[02:09:02	]C17:CpT.YELLO-95 has gained a 'MP5A3' #1659099.
[02:11:00	]C17:CpT.YELLO-95 ran 'Equip' on item 'MP7A1' (#1659098)
[02:11:08	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:11:26	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:13:18	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:13:24	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:24	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659100.
[02:13:25	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:25	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659101.
[02:13:25	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:25	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659102.
[02:13:34	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:34	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659103.
[02:13:35	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:35	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659104.
[02:13:35	]C17:CpT.YELLO-95 has gained 0 chips.
[02:13:35	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659105.
[02:13:38	]C17:CpT.YELLO-95 ran 'combine' on item '30rnd MP-magazine' (#1659103)
[02:13:39	]C17:CpT.YELLO-95 ran 'combine' on item '30rnd MP-magazine' (#1659104)
[02:13:40	]C17:CpT.YELLO-95 ran 'combine' on item '30rnd MP-magazine' (#1659105)
[02:13:41	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659105.
[02:13:47	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659105.
[02:13:47	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659104.
[02:13:59	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659104.
[02:13:59	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659103.
[02:14:10	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659103.
[02:14:10	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659104.
[02:16:17	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:17:30	]C17:CpT.YELLO-95 ran 'EquipUn' on item 'MP7A1' (#1659098)
[02:17:30	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659104.
[02:17:37	]C17:CpT.YELLO-95 ran 'Equip' on item 'UMP-45' (#1651527)
[02:17:40	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:17:47	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:17:56	]C17:CpT.YELLO-95 has gained 0 chips.
[02:17:56	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659106.
[02:18:12	]C17:CpT.YELLO-95 has gained 0 chips.
[02:18:12	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1659107.
[02:18:15	]C17:CpT.YELLO-95 ran 'combine' on item '25rnd Ump-magazine' (#1659107)
[02:18:16	]C17:CpT.YELLO-95 has lost a '25rnd Ump-magazine' #1659107.
[02:18:18	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:18:48	]C17:CpT.YELLO-95 ran 'EquipUn' on item 'UMP-45' (#1651527)
[02:18:48	]C17:CpT.YELLO-95 has gained a '25rnd Ump-magazine' #1659107.
[02:18:51	]C17:CpT.YELLO-95 ran 'drop' on item 'P90' (#1659096)
[02:18:51	]C17:CpT.YELLO-95 has lost a 'P90' #1659096.
[02:18:58	]C17:CpT.YELLO-95 ran 'take' on item 'P90' (#1659096)
[02:18:58	]C17:CpT.YELLO-95 has gained a 'P90' #1659096.
[02:19:00	]C17:CpT.YELLO-95 ran 'Equip' on item 'P90' (#1659096)
[02:19:01	]C17:CpT.YELLO-95 used the 'Munition Lady' vendor.
[02:19:05	]C17:CpT.YELLO-95 has gained 0 chips.
[02:19:05	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659108.
[02:19:05	]C17:CpT.YELLO-95 has gained 0 chips.
[02:19:05	]C17:CpT.YELLO-95 has gained a 'Sub-machinegun Bullets' #1659109.
[02:19:47	]C17:CpT.YELLO-95 has gained 0 chips.
[02:19:47	]C17:CpT.YELLO-95 has gained a '50rnd P90-magazine' #1659110.
[02:19:51	]C17:CpT.YELLO-95 ran 'combine' on item '50rnd P90-magazine' (#1659110)
[02:19:52	]C17:CpT.YELLO-95 ran 'combine' on item '50rnd P90-magazine' (#1659110)
[02:19:53	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:19:56	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:19:59	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:20:02	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:20:03	]C17:CpT.YELLO-95 has lost a '50rnd P90-magazine' #1659110.
[02:20:04	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:20:40	]C17:CpT.YELLO-95 ran 'combine' on item '30rnd MP-magazine' (#1659103)
[02:20:42	]C17:CpT.YELLO-95 ran 'EquipUn' on item 'P90' (#1659096)
[02:20:42	]C17:CpT.YELLO-95 has gained a '50rnd P90-magazine' #1659110.
[02:20:45	]C17:CpT.YELLO-95 ran 'Equip' on item 'MP5A3' (#1659099)
[02:20:46	]C17:CpT.YELLO-95 used command '/ToggleRaise'.
[02:20:47	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659103.
[02:20:56	]C17:CpT.YELLO-95 has gained a '30rnd MP-magazine' #1659103.
[02:20:56	]C17:CpT.YELLO-95 has lost a '30rnd MP-magazine' #1659104.
[02:29:36	]C17:CpT.YELLO-95 has gone afk.
[02:36:04	]Tony The Tiger (STEAM_0:0:49210697) has disconnected.
[15:31:41	]Mango has connected.
[15:39:15	]Mango (STEAM_0:0:544539350) deleted character 'Nihilanth'
[15:39:17	]Mango (STEAM_0:0:544539350) deleted character 'Wasabi'
[15:40:07	]Mango created the character 'Cunt'
[15:40:08	]Mango loaded the character 'Cunt'
[15:40:08	]Cunt has gained a 'Vortigaunt Hooks' #1659111.
[15:40:08	]Cunt has gained a 'Vortigaunt Shackles' #1659112.
[15:40:08	]Cunt has gained a 'Vortigaunt Collar' #1659113.
[15:40:47	][IC] Cunt: Gulanga.
[15:40:49	][IC] Cunt: Galanga.
[15:41:33	]Cunt used command '/CharGiveFlag cunt U'.
[15:41:36	]Cunt used command '/Datafile cunt'.
[15:41:57	]Cunt used command '/Datafile 56238'.
[15:42:17	]Cunt used command '/Datafile 56238'.
[15:42:49	]Cunt used command '/Datafile 56238'.
[15:42:53	]Cunt used command '/Datafile #56238'.
[15:43:35	]Cunt used command '/Datafile #56238'.
[15:44:05	]Cunt used command '/CreateCid cunt'.
[15:44:05	]Cunt has gained a '#56727's Identity Card' #1659114.
[15:44:15	]Cunt used command '/Datafile 56727'.
[15:44:25	]Cunt used command '/Datafile 56727'.
[15:44:56	][IC] Cunt: A.
[15:44:58	][IC] Cunt: Churr! Galih churr alla gunn'!
[15:46:49	]Cunt used command '/Datafile #56238'.
[15:46:53	]Cunt used command '/Datafile #56238'.
[15:47:11	]Cunt used command '/VortSetNullification 56238 true'.
[15:47:17	]Cunt used command '/Datafile #56238'.
[15:52:38	]Cunt has gone afk.
[16:04:18	]Cunt is no longer afk. Total time spent AFK: 995
[16:08:15	]Greece#1 has connected.
[16:09:09	]Greece#1 loaded the character 'C17:RCT.YELLO-81'
[16:09:14	]C17:RCT.YELLO-81 is fully healed.
[16:09:30	]Cunt entered observer.
[16:09:33	]Cunt exited observer at their location.
[16:09:37	]Greece#1 loaded the character 'C17:RCT.YELLO-15'
[16:09:42	][Y] Cunt: We need help!
[16:09:46	]Cunt entered observer.
[16:09:47	]Cunt exited observer at their location.
[16:09:48	]C17:RCT.YELLO-15 used command '/ToggleRaise'.
[16:09:49	]C17:RCT.YELLO-15 has lost a '6rnd M1014 Rounds' #1655784.
[16:09:49	]C17:RCT.YELLO-15 has gained a '6rnd M1014 Rounds' #1655785.
[16:10:01	]C17:RCT.YELLO-15 has gained a '6rnd M1014 Rounds' #1655784.
[16:10:01	]C17:RCT.YELLO-15 has lost a '6rnd M1014 Rounds' #1655785.
[16:10:11	]C17:RCT.YELLO-15 used the 'John Doe' vendor.
[16:10:15	]C17:RCT.YELLO-15 used the 'Munition Lady' vendor.
[16:10:21	]C17:RCT.YELLO-15 ran 'EquipUn' on item 'M1014' (#1655783)
[16:10:21	]C17:RCT.YELLO-15 has gained a '6rnd M1014 Rounds' #1655785.
[16:10:24	]C17:RCT.YELLO-15 ran 'drop' on item 'OTA Squad Leader Uniform' (#1655773)
[16:10:24	]C17:RCT.YELLO-15 has lost a 'OTA Squad Leader Uniform' #1655773.
[16:10:24	]C17:RCT.YELLO-15 ran 'drop' on item 'OTA Suppressor Uniform' (#1655771)
[16:10:24	]C17:RCT.YELLO-15 has lost a 'OTA Suppressor Uniform' #1655771.
[16:10:29	]C17:RCT.YELLO-15 ran 'drop' on item 'CP Uniform' (#1655763)
[16:10:29	]C17:RCT.YELLO-15 has lost a 'CP Uniform' #1655763.
[16:10:29	]C17:RCT.YELLO-15 ran 'drop' on item 'OTA Elite Uniform' (#1655770)
[16:10:29	]C17:RCT.YELLO-15 has lost a 'OTA Elite Uniform' #1655770.
[16:10:30	]C17:RCT.YELLO-15 ran 'drop' on item 'OTA Charger Uniform' (#1655769)
[16:10:30	]C17:RCT.YELLO-15 has lost a 'OTA Charger Uniform' #1655769.
[16:10:33	]C17:RCT.YELLO-15 used command '/ToggleRaise'.
[16:10:37	]C17:RCT.YELLO-15 ran 'Equip' on item 'M1014' (#1655783)
[16:10:37	]C17:RCT.YELLO-15 used command '/ToggleRaise'.
[16:10:38	]C17:RCT.YELLO-15 has lost a '6rnd M1014 Rounds' #1655785.
[16:10:40	]C17:RCT.YELLO-15 destroyed a 'CP Uniform' #1655763.
[16:10:40	]C17:RCT.YELLO-15 destroyed a 'OTA Suppressor Uniform' #1655771.
[16:10:40	]C17:RCT.YELLO-15 destroyed a 'OTA Charger Uniform' #1655769.
[16:10:48	]C17:RCT.YELLO-15 ran 'combine' on item '6rnd M1014 Rounds' (#1655784)
[16:10:49	]C17:RCT.YELLO-15 has gained a '6rnd M1014 Rounds' #1655785.
[16:10:49	]C17:RCT.YELLO-15 has lost a '6rnd M1014 Rounds' #1655784.
