[02:08:59	]Nesh has connected.
[02:29:20	]Michael Copelin used command '/Radio bro i can hear ur radio you're not at the vendor'.
[02:29:30	]Randy Cole used command '/Radio dude I'm exploring'.
[02:29:36	]Michael Copelin used command '/Radio u want scripts? come back'.
[02:30:01	]Michael Copelin has taken 5 damage from prop_physics.
[02:30:18	][IC] Randy Cole: <:: What vendor. ::>
[02:30:22	][IC] Randy Cole: <:: That one. ::>
[02:30:23	]Michael Copelin used command '/Radio over there u moron'.
[02:30:32	][IC] Randy Cole: <:: I know about that one you retard. ::>
[02:30:44	]Randy Cole has gained level 14 in the Speed skill.
[02:30:50	]Michael Copelin used the 'John Doe' vendor.
[02:30:51	]Randy Cole used command '/Radio I know where the JW thing is'.
[02:30:52	]Michael Copelin has gained 0 chips.
[02:30:57	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657513)
[02:30:57	]Michael Copelin has lost a 'Rifle Bullets' #1657513.
[02:30:59	]Randy Cole used command '/Radio I just need to find how to get in ther'.
[02:30:59	]Michael Copelin used the 'John Doe' vendor.
[02:30:59	]Randy Cole used the 'John Doe' vendor.
[02:31:01	]Michael Copelin has gained 0 chips.
[02:31:01	]Michael Copelin has gained a 'Flashlight' #1657650.
[02:31:02	]Randy Cole has gained 0 chips.
[02:31:02	]Randy Cole has gained a 'Rifle Bullets' #1657651.
[02:31:03	]Randy Cole has gained 0 chips.
[02:31:03	]Randy Cole has gained a 'Rifle Bullets' #1657652.
[02:31:03	]Randy Cole has gained 0 chips.
[02:31:03	]Randy Cole has gained a 'Rifle Bullets' #1657653.
[02:31:04	]Randy Cole has gained 0 chips.
[02:31:04	]Randy Cole has gained a 'Rifle Bullets' #1657654.
[02:31:04	]Randy Cole has gained 0 chips.
[02:31:04	]Randy Cole has gained a 'Rifle Bullets' #1657655.
[02:31:05	]Randy Cole has gained 0 chips.
[02:31:05	]Randy Cole has gained a 'Rifle Bullets' #1657656.
[02:31:05	]Randy Cole has gained 0 chips.
[02:31:05	]Randy Cole has gained a 'Rifle Bullets' #1657657.
[02:31:06	]Randy Cole has gained 0 chips.
[02:31:06	]Randy Cole has gained a 'Rifle Bullets' #1657658.
[02:31:06	]Randy Cole has gained 0 chips.
[02:31:06	]Randy Cole has gained a 'Rifle Bullets' #1657659.
[02:31:07	]Randy Cole has gained 0 chips.
[02:31:07	]Randy Cole has gained a 'Rifle Bullets' #1657660.
[02:31:07	]Randy Cole has gained 0 chips.
[02:31:07	]Randy Cole has gained a 'Rifle Bullets' #1657661.
[02:31:08	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657530)
[02:31:08	]Michael Copelin has lost a 'Rifle Bullets' #1657530.
[02:31:08	]Randy Cole has gained 0 chips.
[02:31:08	]Randy Cole has gained a 'Rifle Bullets' #1657662.
[02:31:08	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657534)
[02:31:08	]Michael Copelin has lost a 'Rifle Bullets' #1657534.
[02:31:08	]Randy Cole has gained 0 chips.
[02:31:09	]Michael Copelin used the 'John Doe' vendor.
[02:31:12	]Michael Copelin has gained 0 chips.
[02:31:12	]Michael Copelin has gained a 'First Aid Kit' #1657664.
[02:31:12	]Michael Copelin has gained 0 chips.
[02:31:12	]Michael Copelin has gained a 'First Aid Kit' #1657665.
[02:31:13	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657572)
[02:31:15	]Randy Cole ran 'drop' on item 'Light Red Plaid' (#1510297)
[02:31:15	]Randy Cole has lost a 'Light Red Plaid' #1510297.
[02:31:16	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657523)
[02:31:16	]Michael Copelin has lost a 'Rifle Bullets' #1657523.
[02:31:20	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657521)
[02:31:20	]Michael Copelin has lost a 'Rifle Bullets' #1657521.
[02:31:20	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657522)
[02:31:20	]Michael Copelin has lost a 'Rifle Bullets' #1657522.
[02:31:20	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657520)
[02:31:20	]Michael Copelin has lost a 'Rifle Bullets' #1657520.
[02:31:24	]Randy Cole used the 'John Doe' vendor.
[02:31:27	]Michael Copelin ran 'Repair' on item 'CP Command Heavy Kevlar' (#1652617)
[02:31:34	]Michael Copelin ran 'take' on item 'Rifle Bullets' (#1657530)
[02:31:34	]Michael Copelin has gained a 'Rifle Bullets' #1657530.
[02:31:35	]Michael Copelin ran 'take' on item 'Rifle Bullets' (#1657513)
[02:31:35	]Michael Copelin has gained a 'Rifle Bullets' #1657513.
[02:31:35	]Randy Cole used the 'John Doe' vendor.
[02:31:36	]Michael Copelin ran 'take' on item 'Rifle Bullets' (#1657534)
[02:31:36	]Michael Copelin has gained a 'Rifle Bullets' #1657534.
[02:31:37	]Randy Cole has gained 0 chips.
[02:31:37	]Randy Cole has gained a '20rnd DMR-magazine' #1657666.
[02:31:38	]Michael Copelin ran 'take' on item 'Rifle Bullets' (#1657521)
[02:31:38	]Michael Copelin has gained a 'Rifle Bullets' #1657521.
[02:31:40	]Randy Cole ran 'combine' on item '20rnd DMR-magazine' (#1657666)
[02:31:50	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657531)
[02:31:50	]Michael Copelin has lost a 'Rifle Bullets' #1657531.
[02:31:51	]Michael Copelin ran 'drop' on item 'Rifle Bullets' (#1657535)
[02:31:51	]Michael Copelin has lost a 'Rifle Bullets' #1657535.
[02:31:58	]Michael Copelin used the 'John Doe' vendor.
[02:32:02	]Michael Copelin used the 'John Doe' vendor.
[02:32:05	][IC] Randy Cole: <:: Gonna try and find that JW button. ::>
[02:32:06	]Michael Copelin has gained 0 chips.
[02:32:06	]Michael Copelin has gained a 'First Aid Kit' #1657667.
[02:32:06	]Michael Copelin has gained 0 chips.
[02:32:06	]Michael Copelin has gained a 'First Aid Kit' #1657668.
[02:32:09	][IC] Randy Cole: <:: If you wanna come. ::>
[02:32:16	][IC] Michael Copelin: <:: Idk will probs log. ::>
[02:32:16	]Michael Copelin used the 'John Doe' vendor.
[02:32:24	][IC] Michael Copelin: <:: They need to hold more events on this server man. ::>
[02:32:24	]Michael Copelin used the 'John Doe' vendor.
[02:32:27	]Michael Copelin ran 'drop' on item 'Repair Plating' (#1653113)
[02:32:27	]Michael Copelin has lost a 'Repair Plating' #1653113.
[02:32:27	]Michael Copelin ran 'drop' on item 'Repair Plating' (#1652971)
[02:32:27	]Michael Copelin has lost a 'Repair Plating' #1652971.
[02:32:27	]Michael Copelin ran 'drop' on item 'Repair Plating' (#1657305)
[02:32:27	]Michael Copelin has lost a 'Repair Plating' #1657305.
[02:32:28	]Michael Copelin used the 'John Doe' vendor.
[02:32:29	][IC] Randy Cole: <:: Yeah. ::>
[02:32:30	]Michael Copelin has gained 0 chips.
[02:32:30	]Michael Copelin has gained a 'Repair Plating' #1657669.
[02:32:31	]Michael Copelin has gained 0 chips.
[02:32:31	]Michael Copelin has gained a 'Repair Plating' #1657670.
[02:32:31	]Michael Copelin has gained 0 chips.
[02:32:31	]Michael Copelin has gained a 'Repair Plating' #1657671.
[02:32:39	][IC] Randy Cole: <:: I thought they would of changed the password. ::>
[02:32:42	][IC] Randy Cole: <:: But they didn't. ::>
[02:32:48	][IC] Michael Copelin: <:: Nah i remember last event. ::>
[02:32:50	][IC] Michael Copelin: <:: Same pw. ::>
[02:32:51	]Michael Copelin used the 'John Doe' vendor.
[02:32:55	]Michael Copelin used command '/ToggleRaise'.
[02:32:59	][IC] Randy Cole: <:: I guess they just don't care. ::>
[02:33:04	][IC] Randy Cole: <:: Because Rabbit sure did care. ::>
[02:33:08	][IC] Michael Copelin: <:: Did he? ::>
[02:33:12	][IC] Randy Cole: <:: Before. ::>
[02:33:15	][IC] Michael Copelin: <:: What did he do. ::>
[02:33:23	]Michael Copelin used the 'John Doe' vendor.
[02:33:29	][IC] Randy Cole: <:: I asked him about it and he said no only donators and staff/dev are allowed. ::>
[02:33:39	][IC] Michael Copelin: <:: "only donators" smh...... ::>
[02:33:40	]Michael Copelin used the 'John Doe' vendor.
[02:33:44	][IC] Randy Cole: <:: I was like "that blows". ::>
[02:33:45	]Michael Copelin ran 'combine' on item 'Disinfected Bandage Roll' (#1657310)
[02:34:03	][IC] Michael Copelin: <:: People suck. Well, except for us I mean. ::>
[02:34:07	][IC] Randy Cole: <:: Haha. ::>
[02:34:12	]Michael Copelin ran 'drop' on item 'First Aid Kit' (#1657667)
[02:34:12	]Michael Copelin has lost a 'First Aid Kit' #1657667.
[02:34:12	][IC] Randy Cole: <:: Shit@. ::>
[02:34:12	]Michael Copelin used the 'John Doe' vendor.
[02:34:14	]Michael Copelin has gained 0 chips.
[02:34:14	]Michael Copelin has gained a 'Disinfected Bandage Roll' #1657672.
[02:34:14	][IC] Randy Cole: <:: Shit! ::>
[02:34:25	][IC] Michael Copelin: <:: I need cp WL man. ::>
[02:34:26	]Michael Copelin used the 'John Doe' vendor.
[02:34:30	][IC] Randy Cole: <:: I have 10-30 my 10-20, responding. ::>
[02:34:38	]Michael Copelin used the 'John Doe' vendor.
[02:34:50	]human loaded the character 'C17:RCT.YELLO-83'
[02:34:58	][IC] Randy Cole: <:: Malcompliant 10-107 at my 10-20; preparing to prosecute. ::>
[02:35:00	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:35:06	]C17:RCT.YELLO-83 ran 'combine' on item '20rnd Abzats-magazine' (#1655507)
[02:35:06	]Rabithunter has connected.
[02:35:10	][IC] Randy Cole: <:: Suspect location unknown. ::>
[02:35:13	]C17:RCT.YELLO-83 ran 'drop' on item 'First Aid Kit' (#1657338)
[02:35:13	]C17:RCT.YELLO-83 has lost a 'First Aid Kit' #1657338.
[02:35:13	][IC] Randy Cole: <:: Uh oh. ::>
[02:35:14	]C17:RCT.YELLO-83 ran 'use' on item 'First Aid Kit' (#1657333)
[02:35:14	]C17:RCT.YELLO-83 has performed the 'Use First Aid Kit' action, gaining 85 experience in medicine.
[02:35:14	]C17:RCT.YELLO-83 was disinfected by C17:RCT.YELLO-83 for 92 seconds.
[02:35:14	]C17:RCT.YELLO-83's bleeding was stopped by C17:RCT.YELLO-83.
[02:35:14	]C17:RCT.YELLO-83 was bandaged by C17:RCT.YELLO-83 for 53 HP.
[02:35:20	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657386)
[02:35:20	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657386.
[02:35:20	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657393)
[02:35:20	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657393.
[02:35:21	][IC] Randy Cole: <:: He is gonna kick our ass for being in here. ::>
[02:35:21	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657392)
[02:35:21	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657392.
[02:35:24	][IC] Randy Cole: <:: We better run. ::>
[02:35:24	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657218)
[02:35:24	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657218.
[02:35:26	][IC] C17:RCT.YELLO-83: On god?
[02:35:30	][IC] Randy Cole: <:: I don't know. ::>
[02:35:34	][IC] Randy Cole: <:: But we can only assume. ::>
[02:35:36	][IC] C17:RCT.YELLO-83: Wait did he tell you today or a while ago.
[02:35:38	]C17:RCT.YELLO-83 ran 'Repair' on item 'OTA Elite Uniform' (#1655090)
[02:35:43	][IC] Randy Cole: <:: Awhile ago. ::>
[02:35:47	][IC] Randy Cole: <:: When this map was in V3. ::>
[02:35:55	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:35:57	]C17:RCT.YELLO-83 has gained 0 chips.
[02:35:57	]C17:RCT.YELLO-83 has gained a 'Disinfected Bandage Roll' #1657673.
[02:35:59	]C17:RCT.YELLO-83 ran 'combine' on item 'Suitcase' (#1656601)
[02:36:01	]C17:RCT.YELLO-83 ran 'drop' on item 'First Aid Kit' (#1657333)
[02:36:01	]C17:RCT.YELLO-83 has lost a 'First Aid Kit' #1657333.
[02:36:02	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:36:03	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:03	]C17:RCT.YELLO-83 has gained a 'First Aid Kit' #1657674.
[02:36:04	][IC] Randy Cole: <:: Back me up, i'm out! ::>
[02:36:11	][IC] Randy Cole: <:: Well. ::>
[02:36:11	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:36:13	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:13	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657675.
[02:36:14	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:14	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657676.
[02:36:14	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:14	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657677.
[02:36:14	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:14	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657678.
[02:36:15	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:19	]C17:RCT.YELLO-83 ran 'drop' on item 'Repair Plating' (#1656376)
[02:36:19	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1656376.
[02:36:20	]C17:RCT.YELLO-83 ran 'drop' on item 'Repair Plating' (#1656377)
[02:36:20	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1656377.
[02:36:21	][IC] Randy Cole: <:: We better make the most of it before we do get kicked out. ::>
[02:36:22	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:36:25	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:25	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657680.
[02:36:25	]C17:RCT.YELLO-83 has gained 0 chips.
[02:36:25	]C17:RCT.YELLO-83 has gained a 'Buckshot Shotgun Shells' #1657681.
[02:36:29	][IC] Randy Cole: <:: If we do. ::>
[02:36:32	][IC] C17:RCT.YELLO-83: <:: Shit im just saving chars for next event. ::>
[02:36:34	]C17:RCT.YELLO-83 ran 'Equip' on item 'Abzats Heavy Shotgun' (#1655497)
[02:36:38	]Randy Cole ran 'give' on item 'First Aid Kit' (#1657645)
[02:36:38	]Randy Cole has gained level 3 in the Medicine skill.
[02:36:38	]Randy Cole has performed the 'Use First Aid Kit' action, gaining 76 experience in medicine.
[02:36:38	]C17:RCT.YELLO-83 was disinfected by Randy Cole for 189 seconds.
[02:36:38	]C17:RCT.YELLO-83 was bandaged by Randy Cole for 62 HP.
[02:36:39	]Randy Cole ran 'give' on item 'Disinfected Bandage Roll' (#1657646)
[02:36:39	]Randy Cole tried to disinfect C17:RCT.YELLO-83 but the wound was already clean.
[02:36:39	]C17:RCT.YELLO-83 was bandaged by Randy Cole for 18 HP.
[02:36:40	][IC] C17:RCT.YELLO-83: <:: I got my prized gun again lol. ::>
[02:36:45	][IC] Randy Cole: <:: Lmao. ::>
[02:36:50	]Randy Cole ran 'give' on item 'Adrenaline' (#1657647)
[02:36:50	]Randy Cole has performed the 'Use Adrenaline' action, gaining 28 experience in medicine.
[02:36:50	]C17:RCT.YELLO-83 has gained a level 4 short boost in Agility.
[02:36:54	][IC] C17:RCT.YELLO-83: <:: Killed hella rebs last event (this one). ::>
[02:37:00	][IC] Randy Cole: <:: Nice. ::>
[02:37:06	]Rabithunter loaded the character 'Jenifer Maesroe'
[02:37:11	][IC] Randy Cole: <:: Brb. ::>
[02:37:17	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657336)
[02:37:17	]Randy Cole extended their level 4 short boost in Agility.
[02:37:17	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657336)
[02:37:17	]Randy Cole extended their level 4 short boost in Agility.
[02:37:18	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657336)
[02:37:18	]Randy Cole extended their level 4 short boost in Agility.
[02:37:18	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:37:19	]Randy Cole is fully healed.
[02:37:22	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:22	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657682.
[02:37:22	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:26	]Jenifer Maesroe entered observer.
[02:37:28	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657682)
[02:37:28	]Randy Cole extended their level 4 short boost in Agility.
[02:37:28	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657682)
[02:37:28	]Randy Cole extended their level 4 short boost in Agility.
[02:37:29	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657682)
[02:37:29	]Randy Cole extended their level 4 short boost in Agility.
[02:37:29	]Randy Cole is fully healed.
[02:37:30	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:37:32	]Jenifer Maesroe exited observer at their location.
[02:37:33	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:37:36	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:36	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657684.
[02:37:39	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657675)
[02:37:39	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657675.
[02:37:39	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657677)
[02:37:39	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657677.
[02:37:39	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657676)
[02:37:39	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657676.
[02:37:40	]C17:RCT.YELLO-83 ran 'drop' on item 'Buckshot Shotgun Shells' (#1657678)
[02:37:40	]C17:RCT.YELLO-83 has lost a 'Buckshot Shotgun Shells' #1657678.
[02:37:40	]C17:RCT.YELLO-83 used the 'John Doe' vendor.
[02:37:42	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:42	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657685.
[02:37:43	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:43	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657686.
[02:37:43	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:43	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657687.
[02:37:43	]C17:RCT.YELLO-83 has gained 0 chips.
[02:37:43	]C17:RCT.YELLO-83 has gained a 'Adrenaline' #1657688.
[02:37:47	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657685)
[02:37:47	]Randy Cole extended their level 4 short boost in Agility.
[02:37:47	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657685)
[02:37:47	]Randy Cole extended their level 4 short boost in Agility.
[02:37:48	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657685)
[02:37:48	]Randy Cole extended their level 4 short boost in Agility.
[02:37:48	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657687)
[02:37:48	]Randy Cole extended their level 4 short boost in Agility.
[02:37:48	]C17:RCT.YELLO-83 ran 'give' on item 'Adrenaline' (#1657687)
[02:37:48	]Randy Cole extended their level 4 short boost in Agility.
