[18:36:02	]Kranky has connected.
[18:44:24	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:24	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:24	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:24	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:24	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_07.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_09.mdl'.
[18:44:25	]Kranky has spawned 'models/props/newcombineprop/combine_crate01.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_05.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:25	]Kranky has spawned 'models/props_junk/garbage_metalcan002a.mdl'.
[18:44:25	]Kranky has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[18:44:25	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_bidon_01.mdl'.
[18:44:25	]Kranky has spawned 'models/prop_color/c_combine_interface.mdl'.
[18:44:26	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_trashbag.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_02.mdl'.
[18:44:26	]Kranky has spawned 'models/props_phx/construct/plastic/plastic_angle_360.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/station_props/m33_trash_02.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_gas_kanistra_01.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_02.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_02.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_bidon_01.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_03.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/furniture/m_ll_shkaf_03.mdl'.
[18:44:26	]Kranky has spawned 'models/props_junk/garbage_metalcan002a.mdl'.
[18:44:26	]Kranky has spawned 'models/props_junk/garbage_metalcan001a.mdl'.
[18:44:26	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/chr_body_corpse/m_ll_chr_body_corpse_01.mdl'.
[18:44:27	]Kranky has spawned 'models/props_junk/garbage_metalcan002a.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/chr_body_corpse/m_ll_chr_body_corpse_02.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/chr_body_corpse/m_ll_chr_body_corpse_01.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_09.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_01.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/chr_body_corpse/m_ll_chr_body_corpse_02.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_03.mdl'.
[18:44:27	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_05.mdl'.
[18:44:27	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:27	]Kranky has spawned 'models/props/newcombineprop/combine_baricade08.mdl'.
[18:44:28	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_barrel_lock.mdl'.
[18:44:28	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_hoover.mdl'.
[18:44:28	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:44:28	]Kranky has spawned 'models/props/newcombineprop/combine_crate01.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/stul/m33_stul_03.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:28	]Kranky has spawned 'models/willardnetworks/props_combine/wn_combine_lock.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:28	]Kranky has spawned 'models/props/newcombineprop/combine_baricade08.mdl'.
[18:44:28	]Kranky has spawned 'models/props_junk/garbage_metalcan001a.mdl'.
[18:44:28	]Kranky has spawned 'models/props_junk/garbage_metalcan002a.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_05.mdl'.
[18:44:28	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_01.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/mebel_outdoor/m_ll_shkaf_07.mdl'.
[18:44:29	]Kranky has spawned 'models/props_junk/garbage_metalcan001a.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_03.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_gas_kanistra_01.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_07.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/station_props/m33_trash_02.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/equipment/m33_pepelnica_01.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_01.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_07.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_04.mdl'.
[18:44:29	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_07.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/engine_room/m33_engine_02_5.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_04.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_05.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_01.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_01.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_pokrishka_01.mdl'.
[18:44:30	]Kranky has spawned 'models/props_junk/garbage_bag001a.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_02.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/tools/m33_instrument_box_01.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/station_props/m33_trash_01.mdl'.
[18:44:30	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_03.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/stul/m33_stul_03.mdl'.
[18:44:31	]Kranky has spawned 'models/props_pipes/concrete_pipe001c.mdl'.
[18:44:31	]Kranky has spawned 'models/props/newcombineprop/combine_crate01.mdl'.
[18:44:31	]Kranky has spawned 'models/props/newcombineprop/combine_baricade08.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:31	]Kranky has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_barrel_lock.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_ll/chr_body_corpse/m_ll_chr_body_corpse_02.mdl'.
[18:44:31	]Kranky has spawned 'models/props_pipes/concrete_pipe001d.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/tools/m33_instrument_box_02.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/station_props/m33_trash_01.mdl'.
[18:44:31	]Kranky has spawned 'models/props_phx/construct/plastic/plastic_angle_360.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_01.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_kanistra_02.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_04.mdl'.
[18:44:31	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/l27_papka/m33_papka_04.mdl'.
[18:44:31	]Kranky has spawned 'models/props_c17/metalpot001a.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/trash/m33_bidon_01.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_04.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_07.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_12.mdl'.
[18:44:32	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_02.mdl'.
[18:44:32	]Kranky has spawned 'models/props_lab/box01a.mdl'.
[18:44:32	]Kranky has spawned 'models/props_junk/cardboard_box004a.mdl'.
[18:44:32	]Kranky has spawned 'models/props_junk/cardboard_box002a.mdl'.
[18:44:32	]Kranky has spawned 'models/props_lab/box01a.mdl'.
[18:44:32	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:44:33	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:44:33	]Kranky has spawned 'models/props_junk/cardboard_box004a.mdl'.
[18:44:33	]Kranky has spawned 'models/props_junk/cardboard_box004a.mdl'.
[18:44:33	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_01.mdl'.
[18:44:33	]Kranky has spawned 'models/z-o-m-b-i-e/metro_2033/barrels/m33_barrel_05.mdl'.
[18:45:10	]Kranky exited observer at their location.
[18:46:24	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:46:25	]Kranky entered observer.
[18:46:28	]Kranky exited observer at their location.
[18:46:33	]Kranky has fired a toolgun with the name: camera
[18:46:36	]Kranky has fired a toolgun with the name: nocollideworld
[18:46:36	]Kranky entered observer.
[18:46:51	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:46:58	]Kranky has fired a toolgun with the name: nocollideworld
[18:47:06	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:47:08	]Kranky has fired a toolgun with the name: nocollideworld
[18:47:08	]Kranky has fired a toolgun with the name: nocollideworld
[18:47:29	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:47:31	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:47:34	]Kranky has fired a toolgun with the name: nocollideworld
[18:47:48	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:47:50	]Kranky has fired a toolgun with the name: nocollideworld
[18:47:57	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:47:59	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:48:06	]Kranky has fired a toolgun with the name: nocollideworld
[18:48:06	]Kranky has fired a toolgun with the name: nocollideworld
[18:48:17	]Kranky exited observer at their location.
[18:48:40	]Kranky has spawned 'models/props_pipes/concrete_pipe001b.mdl'.
[18:48:44	]Kranky has fired a toolgun with the name: nocollideworld
[18:48:44	]Kranky has fired a toolgun with the name: nocollideworld
[18:48:51	]Kranky entered observer.
[18:48:54	]Kranky exited observer at their location.
[18:48:57	]Kranky has spawned 'models/props_pipes/concrete_pipe001a.mdl'.
[18:49:00	]Kranky has fired a toolgun with the name: nocollideworld
[18:49:01	]Kranky has fired a toolgun with the name: nocollideworld
[18:49:09	]Kranky has spawned 'models/props_c17/pipe_cap005c.mdl'.
[18:49:18	]Kranky has spawned a 'Entity [1414][ix_teleporter]'.
[18:49:28	]Kranky has used a context menu option with the name: skin
[18:49:37	]Kranky used command '/Teleporters'.
[18:49:41	]Kranky entered observer.
[18:49:46	]Kranky has spawned a 'Entity [1415][ix_teleporter]'.
[18:49:58	]Kranky used command '/Teleporters'.
[18:50:20	]Kranky exited observer at their location.
[18:50:21	]Kranky entered observer.
[18:50:26	]Kranky exited observer at their location.
[18:50:41	]Kranky used command '/Teleporters'.
[18:50:54	]Kranky entered observer.
[18:50:55	]Kranky exited observer at their location.
[18:50:55	]Kranky entered observer.
[18:50:56	]Kranky exited observer at their location.
[18:51:01	]Kranky used command '/Teleporters'.
[18:51:54	]Kranky entered observer.
[18:51:55	]Kranky has fired a toolgun with the name: creator
[18:51:55	]Kranky has spawned a 'Entity [1402][ix_teleporter]'.
[18:51:56	]Kranky exited observer at their location.
[18:51:57	]Kranky has fired a toolgun with the name: creator
[18:51:57	]Kranky has spawned a 'Entity [1416][ix_teleporter]'.
[18:52:00	]Kranky entered observer.
[18:52:01	]Kranky exited observer at their location.
[18:52:08	]Kranky used command '/Teleporters'.
[18:52:11	]Kranky entered observer.
[18:52:12	]Kranky exited observer at their location.
[18:52:12	]Kranky entered observer.
[18:52:18	]Kranky exited observer at their location.
[18:52:21	]Kranky has warped from Pipe2 to Pipe1.
[18:52:31	]Kranky has fired a toolgun with the name: colour
[18:52:39	]Kranky has fired a toolgun with the name: material
[18:52:40	]Kranky has warped from Pipe1 to Pipe2.
[18:52:44	]Kranky has fired a toolgun with the name: material
[18:52:46	]Kranky has warped from Pipe2 to Pipe1.
[18:53:16	]Kranky has added static text: A pipe can be seen going through the debris, a safe way to pass through the debris field.. (PRESS E TO TELEPORT)
[18:53:16	]Kranky used command '/AdminSceneText A pipe can be seen going through the debris, a safe way to pass through the debris field.. (PRESS E TO TELEPORT)'.
[18:53:20	]Kranky has warped from Pipe1 to Pipe2.
[18:53:27	]Kranky has added static text: A pipe can be seen going through the debris, a safe way to pass through the debris field.. (PRESS E TO TELEPORT)
[18:53:27	]Kranky used command '/AdminSceneText A pipe can be seen going through the debris, a safe way to pass through the debris field.. (PRESS E TO TELEPORT)'.
[18:53:36	]Kranky has warped from Pipe2 to Pipe1.
[18:53:42	]Kranky entered observer.
[18:54:32	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:54:34	]Kranky has fired a toolgun with the name: nocollideworld
[18:54:35	]Kranky has fired a toolgun with the name: nocollideworld
[18:54:44	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:54:46	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:54:48	]Kranky has fired a toolgun with the name: nocollideworld
[18:54:54	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:54:57	]Kranky has fired a toolgun with the name: nocollideworld
[18:54:57	]Kranky has fired a toolgun with the name: nocollideworld
[18:55:19	]Kranky has fired a toolgun with the name: stacker_improved
[18:55:31	]Kranky has fired a toolgun with the name: stacker_improved
[18:55:31	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:55:32	]Kranky exited observer at their location.
[18:55:51	]Kranky entered observer.
[18:55:56	]Kranky exited observer at their location.
[18:55:58	]Kranky entered observer.
[18:56:32	]Kranky exited observer at their location.
[18:56:35	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[18:56:39	]Kranky has fired a toolgun with the name: nocollideworld
[18:56:43	]Kranky used command '/ToggleRaise'.
[18:56:51	]Kranky has fired a toolgun with the name: nocollideworld
[18:56:53	]Kranky entered observer.
[18:56:57	]Kranky exited observer at their location.
[18:57:01	]Kranky was knocked unconscious and is bleeding out.
[18:57:08	]Kranky used command '/CharStopBleedout krank'.
[18:57:13	]Kranky ran SAM command 'sethp' with arguments: 'krank' '100'
[18:57:13	]Kranky used command '/CharGetUp'.
[18:57:14	]Kranky is no longer unconscious from critical wounds.
[18:57:14	]Kranky is fully healed.
[18:57:16	]Kranky entered observer.
[18:57:18	]Kranky exited observer at their location.
[18:57:34	]Kranky was knocked unconscious and is bleeding out.
[18:57:37	]Kranky used command '/CharStopBleedout krank'.
[18:57:39	]Kranky ran SAM command 'sethp' with arguments: 'krank' '100'
[18:57:39	]Kranky used command '/CharGetUp'.
[18:57:41	]Kranky used command '/CharGetUp'.
[18:57:41	]Kranky used command '/CharGetUp'.
[18:57:42	]Kranky used command '/CharGetUp'.
[18:57:43	]Kranky used command '/CharGetUp'.
[18:57:44	]Kranky is no longer unconscious from critical wounds.
[18:57:44	]Kranky is fully healed.
[18:57:45	]Kranky entered observer.
[18:57:46	]Kranky exited observer at their location.
[18:57:49	]Kranky entered observer.
[18:57:50	]Kranky exited observer at their location.
[18:57:52	]Kranky entered observer.
[18:58:01	]Kranky exited observer at their location.
[18:58:03	]Kranky entered observer.
[18:58:05	]Kranky exited observer at their location.
[18:58:07	]Kranky entered observer.
[19:00:55	]Kranky exited observer at their location.
[19:01:11	]Kranky entered observer.
[19:01:29	]Kranky exited observer at their location.
[19:01:30	]Kranky entered observer.
[19:01:43	]Kranky exited observer at their location.
[19:02:12	]Kranky entered observer.
[19:02:39	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:02:47	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:02:50	]Kranky exited observer at their location.
[19:02:50	]Kranky has fired a toolgun with the name: nocollideworld
[19:02:58	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:03:03	]Kranky has fired a toolgun with the name: nocollideworld
[19:03:12	]Kranky entered observer.
[19:03:42	]Kranky exited observer at their location.
[19:03:43	]Kranky entered observer.
[19:04:58	]Kranky exited observer at their location.
[19:05:02	]Kranky has warped from Pipe1 to Pipe2.
[19:05:45	]Kranky entered observer.
[19:06:02	]Kranky exited observer at their location.
[19:06:16	]Kranky entered observer.
[19:06:17	]Kranky exited observer at their location.
[19:06:20	]Kranky entered observer.
[19:06:20	]Kranky exited observer at their location.
[19:07:04	]Kranky entered observer.
[19:07:07	]Kranky exited observer at their location.
[19:07:08	]Kranky entered observer.
[19:07:08	]Kranky exited observer at their location.
[19:07:13	]Kranky entered observer.
[19:07:18	]Kranky exited observer at their location.
[19:07:48	]Kranky entered observer.
[19:07:49	]Kranky exited observer at their location.
[19:07:50	]Kranky entered observer.
[19:07:50	]Kranky exited observer at their location.
[19:07:51	]Kranky entered observer.
[19:07:52	]Kranky exited observer at their location.
[19:08:07	]Kranky entered observer.
[19:08:39	]Kranky exited observer at their location.
[19:09:11	]Kranky entered observer.
[19:09:46	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:09:51	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:00	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:10:03	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:03	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:11	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:10:14	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:10:18	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:18	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:36	]Kranky has spawned 'models/props_debris/concrete_column001a_chunk03.mdl'.
[19:10:38	]Kranky has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[19:10:41	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:41	]Kranky has fired a toolgun with the name: nocollideworld
[19:10:45	]Kranky exited observer at their location.
[19:10:48	]Kranky entered observer.
[19:10:51	]Kranky exited observer at their location.
[19:10:59	]Kranky entered observer.
[19:11:44	]Kranky exited observer at their location.
[19:11:53	]Kranky entered observer.
[19:12:56	]Kranky exited observer at their location.
[19:13:05	]Kranky entered observer.
[19:14:04	]Kranky exited observer at their location.
[19:14:19	]Kranky has spawned 'models/willardnetworks/gearsofindustry/wn_machinery_03.mdl'.
[19:14:22	]Kranky entered observer.
[19:15:19	]Kranky has spawned a 'Entity [1426][ix_advancedcontainer]'.
[19:15:25	]Kranky exited observer at their location.
[19:15:27	]Kranky entered observer.
[19:15:29	]Kranky has spawned a 'Entity [1426][ix_militarycontainer]'.
[19:15:33	]Kranky exited observer at their location.
[19:15:39	]Kranky has spawned a 'Entity [1424][ix_supplycontainer]'.
[19:15:46	]Kranky has spawned a 'Entity [1424][ix_infestationcontainer]'.
[19:16:18	]Kranky entered observer.
[19:16:29	]Tuki has connected.
[19:17:00	]Kranky exited observer at their location.
[19:17:02	]Kranky entered observer.
[19:17:29	]Kranky exited observer at their location.
[19:17:29	]Kranky entered observer.
[19:17:30	]Kranky exited observer at their location.
[19:17:31	]Kranky entered observer.
[19:17:31	]Kranky exited observer at their location.
[19:17:35	]Kranky entered observer.
[19:17:36	]Kranky exited observer at their location.
[19:17:38	]Kranky has unloaded their "Kranky" character.
