[01:04:56	]Rabithunter has connected.
[18:24:28	]the one ran 'Equip' on item 'SG556' (#558)
[18:24:28	]the one used command '/ToggleRaise'.
[18:24:29	]the one entered observer.
[18:24:33	]the one exited observer at their location.
[18:24:36	]the one entered observer.
[18:24:43	]the one ran 'take' on item 'AR-2' (#2463)
[18:24:43	]the one has gained a 'AR-2' #2463.
[18:24:44	]the one ran 'Equip' on item 'AR-2' (#2463)
[18:24:45	]the one used command '/ToggleRaise'.
[18:24:46	]the one ran 'EquipUn' on item 'SG556' (#558)
[18:24:46	]the one ran 'Equip' on item 'AR-2' (#2463)
[18:24:47	]the one used command '/ToggleRaise'.
[18:24:51	]the one ran 'EquipUn' on item 'AR-2' (#2463)
[18:24:51	]the one ran 'drop' on item 'AR-2' (#2463)
[18:24:51	]the one has lost a 'AR-2' #2463.
[18:25:01	]the one exited observer at their location.
[18:25:02	]the one entered observer.
[18:25:03	]the one exited observer at their location.
[18:25:05	]the one entered observer.
[18:25:05	]the one exited observer at their location.
[18:25:08	]the one entered observer.
[18:25:08	]the one exited observer at their location.
[18:25:10	]the one entered observer.
[18:25:10	]the one exited observer at their location.
[18:25:13	]the one entered observer.
[18:25:13	]the one exited observer at their location.
[18:25:16	]the one entered observer.
[18:25:16	]the one exited observer at their location.
[18:25:19	]the one has taken 130 damage from worldspawn.
[18:25:21	]the one is fully healed.
[18:25:22	]the one entered observer.
[18:25:22	]the one exited observer at their location.
[18:25:26	]the one entered observer.
[18:25:26	]the one exited observer at their location.
[18:25:26	]the one entered observer.
[18:25:27	]the one exited observer at their location.
[18:25:29	]the one entered observer.
[18:25:30	]the one exited observer at their location.
[18:25:32	]the one entered observer.
[18:25:32	]the one exited observer at their location.
[18:25:35	]the one has taken 81 damage from worldspawn.
[18:25:36	]the one entered observer.
[18:25:36	]the one is fully healed.
[18:25:36	]the one exited observer at their location.
[18:25:39	]the one entered observer.
[18:25:39	]the one exited observer at their location.
[18:25:43	]the one entered observer.
[18:25:43	]the one exited observer at their location.
[18:25:45	]the one entered observer.
[18:25:45	]the one exited observer at their location.
[18:25:49	]the one entered observer.
[18:25:49	]the one exited observer at their location.
[18:25:51	]the one entered observer.
[18:25:51	]the one exited observer at their location.
[18:25:56	]the one entered observer.
[18:25:56	]the one exited observer at their location.
[18:26:00	]the one has taken 132 damage from worldspawn.
[18:26:00	]the one entered observer.
[18:26:00	]the one exited observer at their location.
[18:26:01	]the one is fully healed.
[18:26:03	]the one entered observer.
[18:26:03	]the one exited observer at their location.
[18:26:04	]the one entered observer.
[18:26:06	]the one exited observer at their location.
[18:26:07	]the one entered observer.
[18:26:12	]the one exited observer at their location.
[18:26:14	]the one entered observer.
[18:26:14	]the one exited observer at their location.
[18:26:18	]ulterior (STEAM_0:0:137846702) has disconnected.
