[12:44:10	]Rabithunter has connected.
[17:01:38	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_01.mdl'.
[17:01:44	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:01:44	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:47	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:47	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:49	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:49	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:51	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:51	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:54	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:54	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:56	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:56	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:01:58	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:01:58	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:02	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:02:02	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:03	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:02:03	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:04	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:02:04	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:07	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:02:07	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:11	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:02:11	]C24:RL.VICE-66 has spawned 'models/wn7new/metropolice/male_05.mdl'.
[17:02:24	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:24	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:26	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:26	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:27	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:27	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:31	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:31	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:36	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:36	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:42	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:42	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:47	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:47	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:52	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:52	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:02:59	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:02:59	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:04	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:04	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:08	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:08	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:12	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:12	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:26	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:26	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:30	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:30	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:33	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:33	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:35	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:35	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:38	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:38	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:03:56	]C24:RL.VICE-66 has fired a toolgun with the name: creator
[17:03:56	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:04:01	]C24:RL.VICE-66 has used a context menu option with the name: ixforcefieldstartmalfunction
[17:04:06	]C24:RL.VICE-66 used command '/VisorStatus jw'.
[17:04:58	]C24:RL.VICE-66 has spawned 'models/wn/ordinal.mdl'.
[17:05:07	]C24:RL.VICE-66 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:05:19	]C24:RL.VICE-66 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:05:27	]C24:RL.VICE-66 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:05:35	]C24:RL.VICE-66 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:05:40	]C24:RL.VICE-66 has spawned 'models/wn/ota_elite.mdl'.
[17:05:51	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:05:54	]C24:RL.VICE-66 has used a context menu option with the name: door_lockunlock
[17:06:03	]C24:RL.VICE-66 has spawned 'models/industrial_uniforms/industrial_uniform.mdl'.
[17:06:16	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:06:18	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:06:22	]C24:RL.VICE-66 has used a context menu option with the name: skin
[17:06:25	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:29	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:35	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:38	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:46	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:49	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:53	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:55	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:06:59	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:04	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:10	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:29	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:31	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:34	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:40	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:07:48	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:07:48	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:07:52	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:07:52	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:07:54	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:07:54	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:07:55	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:07:55	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:08:03	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:03	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:08:10	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:10	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:08:23	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:23	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:25	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:25	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:26	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:26	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:30	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:30	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:33	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:33	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:37	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:37	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:45	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:45	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:47	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:47	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:50	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:50	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:53	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:53	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:55	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:55	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:08:57	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:08:57	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:09:02	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:09:02	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:09:05	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:09:05	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:09:07	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:09:07	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:09:09	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:09:09	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:09:15	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:09:15	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:10:23	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:10:23	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_02.mdl'.
[17:10:53	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:10:53	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:10:55	]C24:RL.VICE-66 has fired a toolgun with the name: duplicator
[17:10:55	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_07.mdl'.
[17:11:12	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_03.mdl'.
[17:11:18	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:11:22	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:11:24	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:11:29	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:12:02	]C24:RL.VICE-66 exited observer at their location.
[17:12:18	]C24:RL.VICE-66 has spawned 'models/willardnetworks/combine/antibody.mdl'.
[17:12:25	]C24:RL.VICE-66 has spawned 'models/wn/ota_shotgunner.mdl'.
[17:12:26	]C24:RL.VICE-66 has spawned 'models/wn/ota_soldier.mdl'.
[17:12:28	]C24:RL.VICE-66 has spawned 'models/wn/ota_soldier.mdl'.
[17:12:38	]C24:RL.VICE-66 has spawned 'models/wn/sectorial.mdl'.
[17:14:36	]C24:RL.VICE-66 entered observer.
[17:14:38	]C24:RL.VICE-66 exited observer at their location.
[17:14:39	]C24:RL.VICE-66 entered observer.
[17:14:40	]C24:RL.VICE-66 exited observer at their location.
[17:16:04	]C24:RL.VICE-66 has spawned 'models/wn/ota_elite.mdl'.
[17:17:27	]C24:RL.VICE-66 entered observer.
[17:17:28	]C24:RL.VICE-66 exited observer at their location.
[17:17:29	]C24:RL.VICE-66 entered observer.
[17:18:36	]C24:RL.VICE-66 has spawned 'models/props_debris/walldestroyed09g.mdl'.
[17:18:49	]C24:RL.VICE-66 has spawned 'models/props_debris/plaster_ceilingpile001a.mdl'.
[17:19:00	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[17:19:31	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:21:15	]C24:RL.VICE-66 used command '/PanelAdd https://imgur.com/a/CVlee0Z 1 100'.
[17:21:17	]C24:RL.VICE-66 exited observer at their location.
[17:21:19	]C24:RL.VICE-66 used command '/PanelAdd https://imgur.com/a/CVlee0Z 1 100'.
[17:21:25	]C24:RL.VICE-66 used command '/PanelRemove'.
[17:21:34	]C24:RL.VICE-66 entered observer.
[17:23:35	]C24:RL.VICE-66 has spawned 'models/props_debris/plaster_ceilingpile001b.mdl'.
[17:23:38	]C24:RL.VICE-66 has spawned 'models/props_debris/plaster_ceilingpile001a.mdl'.
[17:23:41	]C24:RL.VICE-66 has spawned 'models/props_debris/plaster_ceilingpile002a.mdl'.
[17:23:50	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[17:23:53	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[17:23:56	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:24:08	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:24:18	]C24:RL.VICE-66 has fired a toolgun with the name: nocollide
[17:24:19	]C24:RL.VICE-66 has fired a toolgun with the name: nocollide
[17:24:21	]C24:RL.VICE-66 has fired a toolgun with the name: nocollide
[17:24:30	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:24:33	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:24:43	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:24:44	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:24:55	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[17:25:08	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:25:10	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:25:13	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:25:17	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:25:26	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:25:36	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[17:25:42	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[17:25:50	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[17:25:57	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[17:26:06	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[17:26:24	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[17:26:26	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[17:26:50	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:26:56	]C24:RL.VICE-66 has fired a toolgun with the name: nocollide
[17:26:56	]C24:RL.VICE-66 has fired a toolgun with the name: nocollide
[17:27:06	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:27:09	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:27:13	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:27:23	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:27:25	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:27:38	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:27:46	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:27:49	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[17:27:51	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_floorpile01a.mdl'.
[17:27:54	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[17:27:56	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[17:27:56	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:00	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_spawnplug001a.mdl'.
[17:28:02	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:10	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:28:12	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:28:21	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:25	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:32	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:33	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:34	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:34	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:28:46	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[17:28:54	]C24:RL.VICE-66 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[17:32:18	]C24:RL.VICE-66 exited observer at their location.
[17:32:29	]C24:RL.VICE-66 opened the 'File Cabinet' #120861 container.
[17:32:31	]C24:RL.VICE-66 closed the 'File Cabinet' #120861 container.
[17:32:35	]C24:RL.VICE-66 entered observer.
[17:35:39	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:35:44	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:35:47	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:35:47	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:35:59	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
[17:36:37	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_close
[17:36:38	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:36:39	]C24:RL.VICE-66 has used a context menu option with the name: door_lockunlock
[17:36:40	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:36:41	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:36:42	]C24:RL.VICE-66 has used a context menu option with the name: door_lockunlock
[17:36:43	]C24:RL.VICE-66 has used a context menu option with the name: rb655_door_open
[17:36:56	]C24:RL.VICE-66 has fired a toolgun with the name: sparks
[17:36:58	]C24:RL.VICE-66 has fired a toolgun with the name: sparks
[17:37:05	]C24:RL.VICE-66 has fired a toolgun with the name: sparks
[17:37:07	]C24:RL.VICE-66 has fired a toolgun with the name: sparks
[17:38:05	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:38:22	]C24:RL.VICE-66 has used a context menu option with the name: remove
[17:38:36	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/female_06.mdl'.
[17:38:38	]C24:RL.VICE-66 has spawned 'models/willardnetworks/citizens/male_04.mdl'.
[17:38:43	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:38:48	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:38:53	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:38:55	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:38:59	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:39:05	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:39:10	]C24:RL.VICE-66 has used a context menu option with the name: bodygroups
[17:39:16	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:39:41	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:40:06	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:40:13	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:40:15	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:40:30	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:42:41	]C24:RL.VICE-66 has used a context menu option with the name: ixforcefieldstartmalfunction
[17:43:07	]C24:RL.VICE-66 has given himself a broadcasting_device.
[17:43:07	]C24:RL.VICE-66 has gained a 'Broadcasting Device' #2688981.
[17:43:10	]C24:RL.VICE-66 has given himself a wireless_microphone.
[17:43:10	]C24:RL.VICE-66 has gained a 'Wireless Microphone' #2688982.
[17:44:21	]C24:RL.VICE-66 has spawned 'models/props_debris/corner_rubble1.mdl'.
[17:44:42	]C24:RL.VICE-66 has fired a toolgun with the name: particlecontrol
[17:45:53	]C24:RL.VICE-66 has spawned 'models/hunter/blocks/cube1x2x025.mdl'.
[17:46:14	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:16	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:19	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:23	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:27	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:28	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:33	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:40	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:42	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:44	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:49	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:50	]C24:RL.VICE-66 has fired a toolgun with the name: material
[17:46:59	]C24:RL.VICE-66 has fired a toolgun with the name: resizer
