[00:24:32	]Jenifer Maesroe is no longer afk. Total time spent AFK: 2445
[00:39:29	]C17:RCT.YELLO-34 has gained a 'Assault Rifle Bullets' #1649583.
[00:39:30	]C17:RCT.YELLO-34 ran 'take' on item 'Assault Rifle Bullets' (#1649582)
[00:39:30	]C17:RCT.YELLO-34 has gained a 'Assault Rifle Bullets' #1649582.
[00:39:31	]C17:RCT.YELLO-34 ran 'take' on item 'Assault Rifle Bullets' (#1649584)
[00:39:31	]C17:RCT.YELLO-34 has gained a 'Assault Rifle Bullets' #1649584.
[00:39:32	]C17:RCT.YELLO-34 ran 'take' on item 'Combat Helmet' (#1649580)
[00:39:32	]C17:RCT.YELLO-34 has gained a 'Combat Helmet' #1649580.
[00:39:35	]C17:RCT.YELLO-34 ran 'take' on item 'M4A1' (#1649581)
[00:39:35	]C17:RCT.YELLO-34 has gained a 'M4A1' #1649581.
[00:39:36	]C17:RCT.YELLO-34 ran 'Equip' on item 'M4A1' (#1649581)
[00:39:56	]C17:RCT.YELLO-34 has given himself a magazine_m4_30rnd.
[00:39:56	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649585.
[00:39:57	]C17:RCT.YELLO-34 has given himself a magazine_m4_30rnd.
[00:39:57	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649586.
[00:39:57	]C17:RCT.YELLO-34 has given himself a magazine_m4_30rnd.
[00:39:57	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649587.
[00:39:59	]C17:RCT.YELLO-34 ran 'combine' on item '30rnd M4-magazine' (#1649586)
[00:40:00	]C17:RCT.YELLO-34 ran 'combine' on item '30rnd M4-magazine' (#1649585)
[00:40:00	]C17:RCT.YELLO-34 ran 'combine' on item '30rnd M4-magazine' (#1649587)
[00:40:02	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:40:04	]C17:RCT.YELLO-34 used command '/ToggleRaise'.
[00:40:05	]C17:RCT.YELLO-34 has lost a '30rnd M4-magazine' #1649587.
[00:40:07	][IC] C17:RCT.YELLO-34: *Cheering!*.
[00:40:10	][IC] C17:RCT.YELLO-34: *Cheering!*.
[00:40:18	][IC] C17:RCT.YELLO-34: CP's!
[00:40:20	][IC] C24:i1.TEST-51: <:: Shit! ::>
[00:40:27	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the stomach dealing 0 damage (CritChance was 0.09).
[00:40:27	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the left arm dealing 3 damage (CritChance was 0.09).
[00:40:27	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:27	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the left leg dealing 5 damage (CritChance was 0.37).
[00:40:27	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:27	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the right leg dealing 5 damage (CritChance was 0.37).
[00:40:27	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:27	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the right leg dealing 5 damage (CritChance was 0.37).
[00:40:27	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:27	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right leg dealing 3 damage (CritChance was 0.09).
[00:40:27	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:27	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right arm dealing 3 damage (CritChance was 0.09).
[00:40:27	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:27	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the right arm dealing 0 damage (CritChance was 0.37).
[00:40:27	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the right arm dealing 5 damage (CritChance was 0.37).
[00:40:27	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:27	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the right arm dealing 5 damage (CritChance was 0.37).
[00:40:27	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:28	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the right arm dealing 5 damage (CritChance was 0.37).
[00:40:28	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:28	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right arm dealing 3 damage (CritChance was 0.09).
[00:40:28	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:28	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the right arm dealing 5 damage (CritChance was 0.37).
[00:40:28	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:28	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the head dealing 10 damage (CritChance was 0.37).
[00:40:28	]C24:i1.TEST-51 has taken 10 damage from C17:RCT.YELLO-34.
[00:40:28	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the stomach dealing 6 damage (CritChance was 0.09).
[00:40:28	]C17:RCT.YELLO-34 has taken 6 damage from C24:i1.TEST-51.
[00:40:28	]C17:RCT.YELLO-34 has hit C24:i1.TEST-51 in the head dealing 10 damage (CritChance was 0.37).
[00:40:28	]C24:i1.TEST-51 has taken 10 damage from C17:RCT.YELLO-34.
[00:40:28	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the chest dealing 0 damage (CritChance was 0.09).
[00:40:28	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the left arm dealing 3 damage (CritChance was 0.09).
[00:40:28	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:28	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the chest dealing 6 damage (CritChance was 0.09).
[00:40:28	]C17:RCT.YELLO-34 has taken 6 damage from C24:i1.TEST-51.
[00:40:30	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649587.
[00:40:30	]C17:RCT.YELLO-34 has lost a '30rnd M4-magazine' #1649586.
[00:40:30	]C17:RCT.YELLO-34 is fully healed.
[00:40:33	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right leg dealing 3 damage (CritChance was 0.09).
[00:40:33	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:33	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the stomach dealing 6 damage (CritChance was 0.09).
[00:40:33	]C17:RCT.YELLO-34 has taken 6 damage from C24:i1.TEST-51.
[00:40:34	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the left leg dealing 5 damage (CritChance was 0.92).
[00:40:34	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:40:34	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the left leg dealing 3 damage (CritChance was 0.09).
[00:40:34	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:34	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right arm dealing 3 damage (CritChance was 0.09).
[00:40:34	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:40:35	]C17:RCT.YELLO-34 is fully healed.
[00:40:36	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the stomach dealing 6 damage (CritChance was 0.09).
[00:40:36	]C17:RCT.YELLO-34 has taken 6 damage from C24:i1.TEST-51.
[00:40:40	]C17:RCT.YELLO-34 is fully healed.
[00:40:41	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649586.
[00:40:41	]C17:RCT.YELLO-34 has lost a '30rnd M4-magazine' #1649585.
[00:41:02	]C17:RCT.YELLO-34 entered observer.
[00:41:04	]C17:RCT.YELLO-34 exited observer at their location.
[00:41:09	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the right leg dealing 5 damage (CritChance was 0.37).
[00:41:09	]C17:RCT.YELLO-34 has taken 5 damage from C24:i1.TEST-51.
[00:41:10	]C24:i1.TEST-51 has hit C17:RCT.YELLO-34 in the chest dealing 12 damage (CritChance was 0.37).
[00:41:10	]C17:RCT.YELLO-34 has taken 12 damage from C24:i1.TEST-51.
[00:41:10	]C17:RCT.YELLO-34 is fully healed.
[00:41:17	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the right leg dealing 5 damage (CritChance was 0.92).
[00:41:17	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:41:18	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the chest dealing 19 damage (CritChance was 0.92).
[00:41:18	]C24:i1.TEST-51 has taken 19 damage from C17:RCT.YELLO-34.
[00:41:18	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the head dealing 20 damage (CritChance was 0.92).
[00:41:18	]C24:i1.TEST-51 has taken 20 damage from C17:RCT.YELLO-34.
[00:41:19	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the left arm dealing 5 damage (CritChance was 0.90).
[00:41:19	]C24:i1.TEST-51 has taken 5 damage from C17:RCT.YELLO-34.
[00:41:19	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the chest dealing 19 damage (CritChance was 0.92).
[00:41:19	]C24:i1.TEST-51 has taken 19 damage from C17:RCT.YELLO-34.
[00:41:19	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the head dealing 20 damage (CritChance was 0.92).
[00:41:19	]C24:i1.TEST-51 has taken 20 damage from C17:RCT.YELLO-34.
[00:41:19	]C17:RCT.YELLO-34 has critically hit C24:i1.TEST-51 in the head dealing 20 damage (CritChance was 0.92).
[00:41:19	]C24:i1.TEST-51 was knocked unconscious and is bleeding out.
[00:41:22	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649585.
[00:41:22	]C17:RCT.YELLO-34 has lost a '30rnd M4-magazine' #1649586.
[00:41:34	]C17:RCT.YELLO-34 has gained a '30rnd M4-magazine' #1649586.
[00:41:34	]C17:RCT.YELLO-34 was knocked unconscious and is bleeding out.
[00:41:34	]C17:RCT.YELLO-34 was killed while bleeding out.
[00:41:34	]trigger_hurt has killed C17:RCT.YELLO-34 with trigger_hurt.
[00:41:37	]C24:i1.TEST-51 was just killed due to: accepting their death
[00:41:41	]C17:RCT.YELLO-34 used command '/StopSong'.
[00:41:50	][IC] C24:i1.TEST-51: <:: Citizen. ::>
[00:41:51	][IC] C24:i1.TEST-51: <:: Apply. ::>
[00:41:53	][IC] C24:i1.TEST-51: <:: Bitch. ::>
[00:41:56	][IC] C17:RCT.YELLO-34: Fuck you stniky!
[00:42:10	][IC] C24:i1.TEST-51: <:: HOLDI T. ::>
[00:42:13	][IC] C24:i1.TEST-51: <:: Hold it right there! ::>
[00:42:14	][IC] C24:i1.TEST-51: <:: Hold it right there! ::>
[00:42:30	]C24:i1.TEST-51 has critically hit C17:RCT.YELLO-34 in the left arm dealing 3 damage (CritChance was 0.84).
[00:42:30	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:42:35	]C24:i1.TEST-51 has critically hit C17:RCT.YELLO-34 in the right leg dealing 3 damage (CritChance was 0.84).
[00:42:35	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:42:35	]C24:i1.TEST-51 has critically hit C17:RCT.YELLO-34 in the right arm dealing 3 damage (CritChance was 0.84).
[00:42:35	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:42:35	]C24:i1.TEST-51 has critically hit C17:RCT.YELLO-34 in the stomach dealing 9 damage (CritChance was 0.84).
[00:42:35	]C17:RCT.YELLO-34 has taken 9 damage from C24:i1.TEST-51.
[00:42:35	]C24:i1.TEST-51 has critically hit C17:RCT.YELLO-34 in the left arm dealing 3 damage (CritChance was 0.84).
[00:42:35	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:42:51	][IC] C17:RCT.YELLO-34: Hi.
[00:42:54	][IC] C17:RCT.YELLO-34: Oh no.
[00:42:55	][IC] C24:i1.TEST-51: <:: Gay. ::>
[00:43:20	]reece has connected.
[00:43:31	][IC] C24:i1.TEST-51: <:: Shit! ::>
[00:43:38	]C24:i1.TEST-51 has spawned a 'Vehicle [398][prop_vehicle_airboat]'.
[00:43:52	]C17:RCT.YELLO-34 entered observer.
[00:43:54	]C17:RCT.YELLO-34 exited observer at their location.
[00:43:58	]C24:i1.TEST-51 has taken 5 damage from C24:i1.TEST-51.
[00:43:59	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:01	]C24:i1.TEST-51 has taken 50 damage from C24:i1.TEST-51.
[00:44:05	]C24:i1.TEST-51 was knocked unconscious and is bleeding out.
[00:44:11	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:12	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:13	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:14	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:14	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:15	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:16	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:20	]C24:i1.TEST-51 was killed while bleeding out.
[00:44:20	]worldspawn has killed C24:i1.TEST-51.
[00:44:23	][Y] C24:i1.TEST-51: <:: Shit! ::>
[00:44:28	][IC] C17:RCT.YELLO-34: *Cheering!*.
[00:44:32	][IC] C24:i1.TEST-51: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[00:44:32	][IC] C17:RCT.YELLO-34: *Cheering!*.
[00:44:38	][IC] C17:RCT.YELLO-34: *Cheering!*.
[00:44:39	][IC] C24:i1.TEST-51: <:: Officer down, I am 10-99; I repeat, I am 10-99! ::>
[00:45:04	]reece loaded the character 'S10/OWS.SAVAGE-37'
[00:45:14	]C24:i1.TEST-51 has fired a toolgun with the name: creator
[00:45:14	]C24:i1.TEST-51 has spawned a 'Weapon [403][weapon_vj_blaster]'.
[00:45:17	]S10/OWS.SAVAGE-37 used command '/ToggleGM'.
[00:45:18	]S10/OWS.SAVAGE-37 entered observer.
[00:45:19	]S10/OWS.SAVAGE-37 exited observer at their location.
[00:45:21	]S10/OWS.SAVAGE-37 has lost a '30rnd Pulse-magazine' #1648765.
[00:45:21	]S10/OWS.SAVAGE-37 has gained a '30rnd Pulse-magazine' #1648766.
[00:45:23	]S10/OWS.SAVAGE-37 entered observer.
[00:45:24	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:45:24	]S10/OWS.SAVAGE-37 has gained a '30rnd Pulse-magazine' #1648765.
[00:45:24	]S10/OWS.SAVAGE-37 has lost a '30rnd Pulse-magazine' #1648766.
[00:45:24	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:24	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:25	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:25	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:25	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:26	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:27	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:45:28	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:45:29	]C17:RCT.YELLO-34 was knocked unconscious and is bleeding out.
[00:45:30	]C17:RCT.YELLO-34 was killed while bleeding out.
[00:45:30	]C24:i1.TEST-51 has killed C17:RCT.YELLO-34 with player.
[00:45:32	]S10/OWS.SAVAGE-37 exited observer at their location.
[00:45:33	]S10/OWS.SAVAGE-37 entered observer.
[00:45:33	]S10/OWS.SAVAGE-37 exited observer at their location.
[00:45:35	][IC] S10/OWS.SAVAGE-37: <:: Haha. ::>
[00:45:37	]S10/OWS.SAVAGE-37 entered observer.
[00:45:39	]S10/OWS.SAVAGE-37 is fully healed.
[00:45:40	]S10/OWS.SAVAGE-37 exited observer at their location.
[00:45:46	]S10/OWS.SAVAGE-37 entered observer.
[00:45:48	]S10/OWS.SAVAGE-37 exited observer at their location.
[00:45:55	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:46:01	]S10/OWS.SAVAGE-37 ran 'drop' on item 'AR-2' (#1648764)
[00:46:01	]S10/OWS.SAVAGE-37 has lost a 'AR-2' #1648764.
[00:46:05	]C24:i1.TEST-51 has fired a toolgun with the name: creator
[00:46:05	]C24:i1.TEST-51 has spawned a 'Weapon [400][weapon_vj_mp40]'.
[00:46:08	]S10/OWS.SAVAGE-37 has used a context menu option with the name: remove
[00:46:12	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Uniform' (#1648763)
[00:46:13	]S10/OWS.SAVAGE-37 ran 'drop' on item 'Large Bag' (#1588835)
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Large Bag' #1588835.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Combine PDA' #1588840.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Flash Grenade' #1588881.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1600703.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1600702.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1600701.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Flash Grenade' #1588882.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1600699.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1588871.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1588872.
[00:46:13	]S10/OWS.SAVAGE-37 has lost a 'Sub-machinegun Bullets' #1588873.
[00:46:14	]S10/OWS.SAVAGE-37 ran 'drop' on item 'Small Bag' (#1588834)
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'Small Bag' #1588834.
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'Pulse Rifle Bullets' #1648770.
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'Frag Grenade' #1588877.
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'Pulse Rifle Bullets' #1648771.
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'Frag Grenade' #1588876.
[00:46:14	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Uniform' (#1648763)
[00:46:14	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Uniform' (#1648763)
[00:46:14	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Mask' (#1588842)
[00:46:14	]S10/OWS.SAVAGE-37 has lost a 'OTA Mask' #1588842.
[00:46:15	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Uniform' (#1648763)
[00:46:15	]S10/OWS.SAVAGE-37 has lost a 'OTA Uniform' #1648763.
[00:46:16	]C17:RCT.YELLO-34 has taken 10 damage from C24:i1.TEST-51.
[00:46:16	]C17:RCT.YELLO-34 has taken 2 damage from C24:i1.TEST-51.
[00:46:17	]S10/OWS.SAVAGE-37 has fired a toolgun with the name: remover
[00:46:17	]S10/OWS.SAVAGE-37 has fired a toolgun with the name: remover
[00:46:18	]S10/OWS.SAVAGE-37 has fired a toolgun with the name: remover
[00:46:18	]S10/OWS.SAVAGE-37 has fired a toolgun with the name: remover
[00:46:23	][IC] C24:i1.TEST-51: <:: Mp40 deployed. ::>
[00:46:33	]C17:RCT.YELLO-34 used command '/ToggleRaise'.
[00:46:48	]C24:i1.TEST-51 has fired a toolgun with the name: creator
[00:46:48	]C24:i1.TEST-51 has spawned a 'Weapon [92][weapon_vj_rpg]'.
[00:46:48	]C24:i1.TEST-51 has fired a toolgun with the name: creator
[00:46:48	]C24:i1.TEST-51 has spawned a 'Weapon [401][weapon_vj_rpg]'.
[00:46:49	]C24:i1.TEST-51 has fired a toolgun with the name: creator
[00:46:49	]C24:i1.TEST-51 has spawned a 'Weapon [402][weapon_vj_rpg]'.
[00:46:50	]S10/OWS.SAVAGE-37 has given himself a uniform_valkyrie.
[00:46:50	]S10/OWS.SAVAGE-37 has gained a 'OTA Valkyrie Uniform' #1649588.
[00:46:55	]S10/OWS.SAVAGE-37 ran 'drop' on item 'OTA Valkyrie Uniform' (#1649588)
[00:46:55	]S10/OWS.SAVAGE-37 has lost a 'OTA Valkyrie Uniform' #1649588.
[00:46:58	]S10/OWS.SAVAGE-37 has used a context menu option with the name: remove
[00:47:05	]C17:RCT.YELLO-34 has taken 55 damage from C24:i1.TEST-51.
[00:47:06	]S10/OWS.SAVAGE-37 has spawned a uniform_charger.
[00:47:06	]C24:i1.TEST-51 was knocked unconscious and is bleeding out.
[00:47:09	]S10/OWS.SAVAGE-37 ran 'take' on item 'OTA Charger Uniform' (#1649589)
[00:47:09	]S10/OWS.SAVAGE-37 has gained a 'OTA Charger Uniform' #1649589.
