[23:05:28	]Taliazure has connected.
[23:09:14	][IC] C24:i3.UNION-41: <:: Dev. ::>
[23:09:15	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:09:16	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:09:41	]C24:i3.UNION-41 has spawned a bullets_pistol.
[23:09:42	]C24:i3.UNION-41 has spawned a bullets_pistol.
[23:09:43	]C24:i3.UNION-41 has spawned a bullets_pistol.
[23:10:04	]C24:i3.UNION-41 has spawned a magazine_glock.
[23:10:07	]C24:i3.UNION-41 ran 'take' on item '20rnd Glock Magazine' (#2690996)
[23:10:07	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:10:08	]C24:i3.UNION-41 ran 'take' on item '9mm Pistol Bullets' (#2690993)
[23:10:08	]C24:i3.UNION-41 has gained a '9mm Pistol Bullets' #2690993.
[23:10:09	]C24:i3.UNION-41 ran 'take' on item '9mm Pistol Bullets' (#2690995)
[23:10:09	]C24:i3.UNION-41 has gained a '9mm Pistol Bullets' #2690995.
[23:10:10	]C24:i3.UNION-41 ran 'take' on item '9mm Pistol Bullets' (#2690994)
[23:10:10	]C24:i3.UNION-41 has gained a '9mm Pistol Bullets' #2690994.
[23:10:11	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690996)
[23:10:12	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690987.
[23:10:12	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:10:13	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690987)
[23:10:29	]C24:i3.UNION-41 used command '/PlaySong https://www.youtube.com/watch?v=DQByGm2y50Y&ab_channel=stoopy'.
[23:10:35	]C24:i3.UNION-41 has spawned a 'NPC [5832][npc_zombie]'.
[23:10:36	]C24:i3.UNION-41 has hit npc_zombie in the head dealing 13 damage (CritChance was 0.13).
[23:10:46	]C24:i3.UNION-41 has critically hit npc_zombie in the chest dealing 13 damage (CritChance was 0.40).
[23:10:49	]C24:i3.UNION-41 has hit npc_zombie in the left arm dealing 5 damage (CritChance was 0.40).
[23:10:56	][IC] C24:i3.UNION-41: <:: Why is this not accurate. ::>
[23:11:02	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:11:06	]C24:i3.UNION-41 has hit npc_zombie in the chest dealing 10 damage (CritChance was 0.40).
[23:11:07	]C24:i3.UNION-41 has critically hit npc_zombie in the chest dealing 13 damage (CritChance was 0.40).
[23:11:10	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:11:10	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:11:17	]C24:i3.UNION-41 has hit npc_zombie in the right leg dealing 5 damage (CritChance was 0.30).
[23:11:17	]C24:i3.UNION-41 has hit npc_zombie in the right leg dealing 5 damage (CritChance was 0.30).
[23:11:27	]C24:i3.UNION-41 has hit npc_zombie in the chest dealing 10 damage (CritChance was 0.29).
[23:11:30	]C24:i3.UNION-41 has critically hit npc_headcrab dealing 10 damage (CritChance was 0.49).
[23:11:49	]C24:i3.UNION-41 has spawned 'models/props_interiors/refrigeratorDoor01a.mdl'.
[23:11:57	]C24:i3.UNION-41 has spawned 'models/props_junk/PopCan01a.mdl'.
[23:12:03	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:12:12	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:12:15	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690987.
[23:12:15	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:12:27	][IC] C24:i3.UNION-41: <:: EH?! ::>
[23:12:30	][IC] C24:i3.UNION-41: <:: WHAT?! ::>
[23:12:40	][IC] C24:i3.UNION-41: <:: WHAAAAT?! ::>
[23:12:56	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:12:56	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:14:00	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690996)
[23:14:01	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690996)
[23:14:01	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690987.
[23:14:01	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:19:29	]C24:i3.UNION-41 ran 'EquipUn' on item 'Glock 17' (#2690985)
[23:19:29	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:19:29	]C24:i3.UNION-41 ran 'drop' on item 'Glock 17' (#2690985)
[23:19:29	]C24:i3.UNION-41 has lost a 'Glock 17' #2690985.
[23:19:30	]C24:i3.UNION-41 ran 'drop' on item '20rnd Glock Magazine' (#2690987)
[23:19:30	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:19:31	]C24:i3.UNION-41 ran 'drop' on item '20rnd Glock Magazine' (#2690996)
[23:19:31	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:19:43	][IC] C24:i3.UNION-41: <:: Ferlk. ::>
[23:20:05	]C24:i3.UNION-41 has spawned a 'NPC [5842][npc_metropolice]'.
[23:20:05	]C24:i3.UNION-41 has taken 0 damage from npc_metropolice.
[23:20:12	]C24:i3.UNION-41 has spawned a 'NPC [5842][npc_metropolice]'.
[23:20:17	]C24:i3.UNION-41 ran 'take' on item 'Glock 17' (#2690985)
[23:20:17	]C24:i3.UNION-41 has gained a 'Glock 17' #2690985.
[23:20:18	]C24:i3.UNION-41 ran 'take' on item '20rnd Glock Magazine' (#2690996)
[23:20:18	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:20:19	]C24:i3.UNION-41 ran 'take' on item '20rnd Glock Magazine' (#2690987)
[23:20:19	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690987.
[23:20:27	][IC] C24:i3.UNION-41: <:: Wich NPC is more closer to a player? ::>
[23:20:29	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690996)
[23:20:30	]C24:i3.UNION-41 ran 'combine' on item '20rnd Glock Magazine' (#2690987)
[23:20:30	]C24:i3.UNION-41 ran 'Equip' on item 'Glock 17' (#2690985)
[23:20:31	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:20:32	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:20:38	]C24:i3.UNION-41 has hit npc_metropolice in the chest dealing 10 damage (CritChance was 0.40).
[23:20:38	]C24:i3.UNION-41 has hit npc_metropolice in the chest dealing 10 damage (CritChance was 0.40).
[23:20:39	]C24:i3.UNION-41 has critically hit npc_metropolice in the chest dealing 13 damage (CritChance was 0.40).
[23:20:39	]C24:i3.UNION-41 has critically hit npc_metropolice in the chest dealing 13 damage (CritChance was 0.40).
[23:20:48	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690996.
[23:20:48	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:21:25	][IC] C24:i3.UNION-41: <:: Flerk. ::>
[23:21:29	][IC] C24:i3.UNION-41: <:: Wana help me ? ::>
[23:21:34	]C24:i3.UNION-41 ran 'EquipUn' on item 'Glock 17' (#2690985)
[23:21:34	]C24:i3.UNION-41 has gained a '20rnd Glock Magazine' #2690987.
[23:21:38	]C24:i3.UNION-41 has spawned a res_mini14.
[23:21:39	]C24:i3.UNION-41 ran 'take' on item 'Mini-14' (#2690997)
[23:21:39	]C24:i3.UNION-41 has gained a 'Mini-14' #2690997.
[23:21:49	]C24:i3.UNION-41 has spawned a magazine_mini14.
[23:21:53	]C24:i3.UNION-41 has spawned a bullets_assaultrifle.
[23:21:53	]C24:i3.UNION-41 has spawned a bullets_assaultrifle.
[23:21:54	]C24:i3.UNION-41 has spawned a bullets_assaultrifle.
[23:21:56	]C24:i3.UNION-41 ran 'take' on item 'Assault Rifle Bullets' (#2691000)
[23:21:56	]C24:i3.UNION-41 has gained a 'Assault Rifle Bullets' #2691000.
[23:21:56	]C24:i3.UNION-41 ran 'take' on item 'Assault Rifle Bullets' (#2690999)
[23:21:56	]C24:i3.UNION-41 has gained a 'Assault Rifle Bullets' #2690999.
[23:21:57	]C24:i3.UNION-41 ran 'take' on item 'Assault Rifle Bullets' (#2691001)
[23:21:57	]C24:i3.UNION-41 has gained a 'Assault Rifle Bullets' #2691001.
[23:21:58	]C24:i3.UNION-41 ran 'take' on item '20rnd Mini-14 Magazine' (#2690998)
[23:21:58	]C24:i3.UNION-41 has gained a '20rnd Mini-14 Magazine' #2690998.
[23:21:59	]C24:i3.UNION-41 ran 'Equip' on item 'Mini-14' (#2690997)
[23:22:17	]C24:i3.UNION-41 has spawned a magazine_mini14.
[23:22:19	]C24:i3.UNION-41 ran 'take' on item '20rnd Mini-14 Magazine' (#2691002)
[23:22:19	]C24:i3.UNION-41 has gained a '20rnd Mini-14 Magazine' #2691002.
[23:22:19	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:22:21	]C24:i3.UNION-41 ran 'combine' on item '20rnd Mini-14 Magazine' (#2690998)
[23:22:21	]C24:i3.UNION-41 ran 'combine' on item '20rnd Mini-14 Magazine' (#2691002)
[23:22:22	]C24:i3.UNION-41 has lost a '20rnd Mini-14 Magazine' #2691002.
[23:22:39	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:39	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:40	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:40	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:40	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:40	]C24:i3.UNION-41 has fired a toolgun with the name: remover
[23:22:45	]C24:i3.UNION-41 has spawned 'models/props_interiors/refrigerator01a.mdl'.
[23:22:54	]C24:i3.UNION-41 has spawned 'models/props_junk/PopCan01a.mdl'.
[23:22:57	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:23:15	][IC] C24:i3.UNION-41: <:: I need someone to help me ch- yes. ::>
[23:23:31	][IC] C24:i3.UNION-41: <:: I got it. ::>
[23:23:32	][IC] C24:i3.UNION-41: <:: Already. ::>
[23:23:33	]C24:i3.UNION-41 has gained a '20rnd Mini-14 Magazine' #2691002.
[23:23:33	]C24:i3.UNION-41 has lost a '20rnd Mini-14 Magazine' #2690998.
[23:23:46	][IC] C24:i3.UNION-41: <:: Omg I will get wet if I use the m16. ::>
[23:23:48	]C24:i3.UNION-41 ran 'EquipUn' on item 'Mini-14' (#2690997)
[23:23:48	]C24:i3.UNION-41 has gained a '20rnd Mini-14 Magazine' #2690998.
[23:23:51	][IC] C24:i3.UNION-41: <:: I love that gun. ::>
[23:24:06	]C24:i3.UNION-41 has spawned a gen_m16.
[23:24:08	]C24:i3.UNION-41 ran 'take' on item 'M16A2' (#2691003)
[23:24:08	]C24:i3.UNION-41 has gained a 'M16A2' #2691003.
[23:24:09	]C24:i3.UNION-41 ran 'Equip' on item 'M16A2' (#2691003)
[23:24:13	]C24:i3.UNION-41 has spawned a magazine_m16.
[23:24:13	]C24:i3.UNION-41 has spawned a magazine_m16.
[23:24:15	]C24:i3.UNION-41 ran 'take' on item '30rnd M16 Magazine' (#2691004)
[23:24:15	]C24:i3.UNION-41 has gained a '30rnd M16 Magazine' #2691004.
[23:24:16	]C24:i3.UNION-41 ran 'take' on item '30rnd M16 Magazine' (#2691005)
[23:24:16	]C24:i3.UNION-41 has gained a '30rnd M16 Magazine' #2691005.
[23:24:17	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:24:32	]C24:i3.UNION-41 ran 'combine' on item '30rnd M16 Magazine' (#2691005)
[23:24:33	]C24:i3.UNION-41 ran 'combine' on item 'Assault Rifle Bullets' (#2691000)
[23:24:34	]C24:i3.UNION-41 ran 'combine' on item '30rnd M16 Magazine' (#2691004)
[23:24:35	]C24:i3.UNION-41 ran 'combine' on item '30rnd M16 Magazine' (#2691005)
[23:24:35	]C24:i3.UNION-41 has lost a '30rnd M16 Magazine' #2691004.
[23:25:10	][IC] C24:i3.UNION-41: <:: No one uses burst. ::>
[23:25:18	]C24:i3.UNION-41 has gained a '30rnd M16 Magazine' #2691004.
[23:25:18	]C24:i3.UNION-41 has lost a '30rnd M16 Magazine' #2691005.
[23:25:33	][IC] C24:i3.UNION-41: <:: How do I free the attachments. ::>
[23:25:35	]C24:i3.UNION-41 ran 'EquipUn' on item 'M16A2' (#2691003)
[23:25:35	]C24:i3.UNION-41 has gained a '30rnd M16 Magazine' #2691005.
[23:25:43	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:26:03	][IC] C24:i3.UNION-41: <:: Putain. ::>
[23:26:17	]C24:i3.UNION-41 has spawned a scope_eft_acog4x32.
[23:26:18	]C24:i3.UNION-41 ran 'take' on item 'ACOG TA01NSN' (#2691006)
[23:26:18	]C24:i3.UNION-41 has gained a 'ACOG TA01NSN' #2691006.
[23:26:32	]C24:i3.UNION-41 has spawned a attn_acog.
[23:26:33	]C24:i3.UNION-41 ran 'take' on item 'ACOG' (#2691007)
[23:26:33	]C24:i3.UNION-41 has gained a 'ACOG' #2691007.
[23:26:49	]C24:i3.UNION-41 has spawned a attn_acog.
[23:26:50	]C24:i3.UNION-41 ran 'take' on item 'ACOG' (#2691008)
[23:26:50	]C24:i3.UNION-41 has gained a 'ACOG' #2691008.
[23:27:21	]C24:i3.UNION-41 has spawned a uc_optic_elcan.
[23:27:23	]C24:i3.UNION-41 ran 'take' on item 'ELCAN C79 (2.5x)' (#2691009)
[23:27:23	]C24:i3.UNION-41 has gained a 'ELCAN C79 (2.5x)' #2691009.
[23:28:48	]C24:i3.UNION-41 has spawned a uc_optic_acog.
[23:28:49	]C24:i3.UNION-41 ran 'take' on item 'Trijicon Advanced Combat Optical Gunsight (4x)' (#2691010)
[23:28:49	]C24:i3.UNION-41 has gained a 'Trijicon Advanced Combat Optical Gunsight (4x)' #2691010.
[23:28:52	]C24:i3.UNION-41 has spawned a uc_optic_trijicon_tars.
[23:28:53	]C24:i3.UNION-41 ran 'take' on item 'Trijicon Tactical Advanced Riflescope (3-8x)' (#2691011)
[23:28:53	]C24:i3.UNION-41 has gained a 'Trijicon Tactical Advanced Riflescope (3-8x)' #2691011.
[23:29:23	][IC] C24:i3.UNION-41: <:: This is burst. ::>
[23:29:25	]Dej has connected.
[23:29:30	][IC] C24:i3.UNION-41: <:: And this is my finger. ::>
[23:29:37	][IC] C24:i3.UNION-41: <:: HAHAHAHAH. ::>
[23:29:43	][IC] C24:i3.UNION-41: <:: GET SOME. ::>
[23:29:50	][IC] C24:i3.UNION-41: <:: Vietnam. ::>
[23:29:57	][IC] C24:i3.UNION-41: <:: I lvoe this gun SO MUCH. ::>
[23:30:06	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:30:14	][IC] C24:i3.UNION-41: <:: My country's gun. ::>
[23:30:38	]Dej loaded the character 'S10/ORD.MONARCH-10'
[23:31:02	][OOC] S10/ORD.MONARCH-10: what in the fuk
[23:31:06	]S10/ORD.MONARCH-10 used the '<:: Overwatch Requisition ::>' vendor.
[23:31:13	]C24:i3.UNION-41 has spawned a ur_aw_stock_ru_rubber.
[23:31:14	]C24:i3.UNION-41 ran 'take' on item 'Magpul UBR GEN2 Stock (Rubberized)' (#2691012)
[23:31:14	]C24:i3.UNION-41 has gained a 'Magpul UBR GEN2 Stock (Rubberized)' #2691012.
[23:31:18	]S10/ORD.MONARCH-10 is fully healed.
[23:31:22	]C24:i3.UNION-41 has spawned a ar15_magpul_barrel.
[23:31:23	]C24:i3.UNION-41 ran 'take' on item 'Magpul Handguard' (#2691013)
[23:31:23	]C24:i3.UNION-41 has gained a 'Magpul Handguard' #2691013.
[23:31:33	]C24:i3.UNION-41 has spawned a uc_grip_mafg2.
[23:31:34	]C24:i3.UNION-41 ran 'take' on item 'MAGPUL AFG-2 Angled Fore Grip' (#2691014)
[23:31:34	]C24:i3.UNION-41 has gained a 'MAGPUL AFG-2 Angled Fore Grip' #2691014.
[23:32:19	]C24:i3.UNION-41 has spawned a uc_tp_gong.
[23:32:20	]C24:i3.UNION-41 ran 'take' on item 'Action Hero' (#2691015)
[23:32:20	]C24:i3.UNION-41 has gained a 'Action Hero' #2691015.
[23:32:28	][IC] C24:i3.UNION-41: <:: One handed. ::>
[23:32:42	][OOC] S10/ORD.MONARCH-10: talia where tf r u
[23:32:48	][OOC] C24:i3.UNION-41: trainstation
[23:32:54	]C24:i3.UNION-41 has spawned a uc_tp_gang.
[23:32:55	]C24:i3.UNION-41 ran 'take' on item 'Homeboy' (#2691016)
[23:32:55	]C24:i3.UNION-41 has gained a 'Homeboy' #2691016.
[23:33:01	][IC] C24:i3.UNION-41: <:: Ain't no way vuh. ::>
[23:33:03	][OOC] S10/ORD.MONARCH-10: why does the PPSH have an mp5 model
[23:33:08	]S10/ORD.MONARCH-10 ran 'take' on item 'PPSH-41' (#2687416)
[23:33:08	]S10/ORD.MONARCH-10 has gained a 'PPSH-41' #2687416.
[23:33:09	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:33:09	]S10/ORD.MONARCH-10 ran 'Equip' on item 'PPSH-41' (#2687416)
[23:33:10	]S10/ORD.MONARCH-10 used command '/ToggleRaise'.
[23:33:13	]S10/ORD.MONARCH-10 used the 'John Doe' vendor.
[23:33:19	]S10/ORD.MONARCH-10 ran 'drop' on item 'PPSH-41' (#2687416)
[23:33:19	]S10/ORD.MONARCH-10 has lost a 'PPSH-41' #2687416.
[23:33:24	][IC] C24:i3.UNION-41: <:: AINT NO WAY CUH. ::>
[23:33:35	][IC] C24:i3.UNION-41: <:: SQUARE UP HOMIE. ::>
[23:34:11	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:34:15	][OOC] S10/ORD.MONARCH-10: guh i need to find someone that can give me staff perms
[23:34:51	][IC] C24:i3.UNION-41: <:: !tp dej me. ::>
[23:34:55	][IC] C24:i3.UNION-41: <:: !tp dej. ::>
[23:35:09	][IC] C24:i3.UNION-41: <:: Listen it's a long time Ihavent used ULX. ::>
[23:35:26	][IC] S10/ORD.MONARCH-10: <:: E. ::>
[23:35:46	][IC] C24:i3.UNION-41: <:: Alright- jesus you're huge. ::>
[23:35:47	][IC] C24:i3.UNION-41: <:: Dadyd. ::>
[23:35:51	][IC] S10/ORD.MONARCH-10: <:: :skull:. ::>
[23:35:54	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:35:54	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:35:54	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:35:54	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:35:55	][IC] S10/ORD.MONARCH-10: <:: Whats that, the 329P? ::>
[23:35:57	][IC] C24:i3.UNION-41: <:: ... ::>
[23:35:58	]S10/ORD.MONARCH-10 is fully healed.
[23:36:00	][IC] C24:i3.UNION-41: <:: 2 x 10 dmg. ::>
[23:36:08	][IC] S10/ORD.MONARCH-10: <:: No penetration. ::>
[23:36:08	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:08	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:08	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:08	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:11	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:11	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:11	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:11	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:11	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:11	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:13	]S10/ORD.MONARCH-10 is fully healed.
[23:36:14	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:14	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:14	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:14	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:15	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 36 damage (CritChance was 0.47).
[23:36:15	]S10/ORD.MONARCH-10 has taken 36 damage from C24:i3.UNION-41.
[23:36:15	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.47).
[23:36:15	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:16	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.72).
[23:36:16	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:16	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.72).
[23:36:16	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:19	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.72).
[23:36:19	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:19	]C24:i3.UNION-41 has hit S10/ORD.MONARCH-10 dealing 27 damage (CritChance was 0.72).
[23:36:19	]S10/ORD.MONARCH-10 has taken 27 damage from C24:i3.UNION-41.
[23:36:27	][IC] C24:i3.UNION-41: <:: This is so dumb uugh. ::>
[23:36:29	]C24:i3.UNION-41 has critically hit S10/ORD.MONARCH-10 dealing 36 damage (CritChance was 0.72).
[23:36:29	]S10/ORD.MONARCH-10 was knocked unconscious and is bleeding out.
[23:36:43	][IC] C24:i3.UNION-41: <:: Right. ::>
[23:36:43	]S10/ORD.MONARCH-10 is fully healed.
[23:36:45	][IC] C24:i3.UNION-41: <:: So Dej. ::>
[23:36:45	]C24:i3.UNION-41 used command '/ToggleRaise'.
[23:36:51	][IC] C24:i3.UNION-41: <:: Let's start by the pistols. ::>
[23:36:55	][IC] S10/ORD.MONARCH-10: <:: K. ::>
[23:37:04	][IC] C24:i3.UNION-41: <:: I wana check how long it takes to kill a citizen then a rebel then a CP and a OTA. ::>
[23:37:05	][IC] C24:i3.UNION-41: <:: Is that ok? ::>
[23:37:07	]C24:i3.UNION-41 ran 'drop' on item 'Mini-14' (#2690997)
[23:37:07	]C24:i3.UNION-41 has lost a 'Mini-14' #2690997.
[23:37:08	]C24:i3.UNION-41 ran 'drop' on item 'M16A2' (#2691003)
[23:37:08	]C24:i3.UNION-41 has lost a 'M16A2' #2691003.
[23:37:08	]C24:i3.UNION-41 ran 'drop' on item '#75869's Identity Card' (#2322966)
[23:37:08	]C24:i3.UNION-41 has lost a '#75869's Identity Card' #2322966.
[23:37:08	]C24:i3.UNION-41 ran 'drop' on item '20rnd Mini-14 Magazine' (#2691002)
[23:37:08	]C24:i3.UNION-41 has lost a '20rnd Mini-14 Magazine' #2691002.
[23:37:09	]C24:i3.UNION-41 ran 'drop' on item 'Magpul UBR GEN2 Stock (Rubberized)' (#2691012)
[23:37:09	]C24:i3.UNION-41 has lost a 'Magpul UBR GEN2 Stock (Rubberized)' #2691012.
[23:37:09	]C24:i3.UNION-41 ran 'drop' on item '20rnd Glock Magazine' (#2690987)
[23:37:09	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690987.
[23:37:09	]C24:i3.UNION-41 ran 'drop' on item '20rnd Glock Magazine' (#2690996)
[23:37:09	]C24:i3.UNION-41 has lost a '20rnd Glock Magazine' #2690996.
[23:37:09	]C24:i3.UNION-41 ran 'drop' on item 'Glock 17' (#2690985)
[23:37:09	]C24:i3.UNION-41 has lost a 'Glock 17' #2690985.
[23:37:10	]C24:i3.UNION-41 ran 'drop' on item 'ACOG' (#2691007)
[23:37:10	]C24:i3.UNION-41 has lost a 'ACOG' #2691007.
[23:37:10	]C24:i3.UNION-41 ran 'drop' on item 'Magpul Handguard' (#2691013)
